quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'-0.10797119140625',b'-0.03961181640625',b'-0.90252685546875',b'0.41497802734375',b'3.1416015625',b'12674',b'[\x02\x00\x03\x04',b'12203',b'946685628.627'
b'-0.11663818359375',b'-0.06121826171875',b'-0.8876953125',b'0.441162109375',b'3.1416015625',b'12774',b'[\x02\x00\x03\x04',b'12203',b'946685628.727'
b'-0.0980224609375',b'-0.06085205078125',b'-0.89447021484375',b'0.43194580078125',b'3.1416015625',b'12874',b'[\x02\x00\x03\x04',b'12203',b'946685628.827'
b'-0.06903076171875',b'-0.0384521484375',b'-0.901123046875',b'0.42633056640625',b'3.1416015625',b'12974',b'M\x02\x00\x06\x0f',b'13179',b'946685628.927'
b'-0.044921875',b'-0.0257568359375',b'-0.90264892578125',b'0.42718505859375',b'3.1416015625',b'13073',b'M\x02\x00\x06\x0f',b'13179',b'946685629.026'
b'-0.04302978515625',b'-0.02557373046875',b'-0.90069580078125',b'0.4315185546875',b'3.1416015625',b'13173',b'M\x02\x00\x06\x0f',b'13179',b'946685629.626'
b'-0.0621337890625',b'-0.02667236328125',b'-0.89544677734375',b'0.44000244140625',b'3.1416015625',b'13273',b'M\x02\x00\x06\x0f',b'13179',b'946685629.726'
b'-0.084228515625',b'-0.02978515625',b'-0.88983154296875',b'0.44744873046875',b'3.1416015625',b'13373',b'M\x02\x00\x06\x0f',b'13179',b'946685629.826'
b'-0.0946044921875',b'-0.0263671875',b'-0.88519287109375',b'0.45477294921875',b'3.1416015625',b'13472',b'M\x02\x00\x06\x0f',b'13179',b'946685629.925'
b'-0.09112548828125',b'-0.023193359375',b'-0.8826904296875',b'0.46051025390625',b'3.1416015625',b'13572',b'M\x02\x00\x06\x0f',b'13179',b'946685630.025'
b'-0.0804443359375',b'-0.02056884765625',b'-0.87799072265625',b'0.471435546875',b'3.1416015625',b'13673',b'M\x02\x00\x06\x0f',b'13179',b'946685629.626'
b'-0.07110595703125',b'-0.0093994140625',b'-0.8740234375',b'0.4805908203125',b'3.1416015625',b'13772',b'M\x02\x00\x06\x0f',b'13179',b'946685629.725'
b'-0.0706787109375',b'0.000244140625',b'-0.8631591796875',b'0.49993896484375',b'3.1416015625',b'13871',b'7\x04\x00\x06#',b'14158',b'946685629.824'
b'-0.08074951171875',b'0.00341796875',b'-0.850341796875',b'0.51995849609375',b'3.1416015625',b'13971',b'7\x04\x00\x06#',b'14158',b'946685629.924'
b'-0.09234619140625',b'0.00494384765625',b'-0.82305908203125',b'0.56036376953125',b'3.1416015625',b'14072',b'7\x04\x00\x06#',b'14158',b'946685630.025'
b'-0.10205078125',b'-0.00152587890625',b'-0.7911376953125',b'0.60308837890625',b'3.1416015625',b'14171',b'7\x04\x00\x06#',b'14158',b'946685630.624'
b'-0.06866455078125',b'-0.0059814453125',b'-0.72674560546875',b'0.6834716796875',b'3.1416015625',b'14370',b'7\x04\x00\x06#',b'14158',b'946685630.823'
b'-0.0438232421875',b'-0.01043701171875',b'-0.72003173828125',b'0.6925048828125',b'3.1416015625',b'14470',b'7\x04\x00\x06#',b'14158',b'946685630.923'
b'-0.0518798828125',b'-0.03216552734375',b'-0.7080078125',b'0.70355224609375',b'3.1416015625',b'14570',b'7\x04\x00\x06#',b'14158',b'946685631.023'
b'-0.07867431640625',b'-0.06561279296875',b'-0.67596435546875',b'0.72979736328125',b'3.1416015625',b'14670',b'7\x04\x00\x06#',b'14158',b'946685631.123'
b'-0.1180419921875',b'-0.1043701171875',b'-0.68194580078125',b'0.7142333984375',b'3.1416015625',b'14770',b'7\x04\x00\x06#',b'14158',b'946685631.723'
b'-0.12640380859375',b'-0.11199951171875',b'-0.6590576171875',b'0.73291015625',b'3.1416015625',b'14870',b'7\x04\x00\x06#',b'14158',b'946685631.823'
b'-0.09381103515625',b'-0.1143798828125',b'-0.63458251953125',b'0.758544921875',b'3.1416015625',b'14969',b'\x1e\x04\x00\x06<',b'15136',b'946685631.922'
b'-0.0628662109375',b'-0.12188720703125',b'-0.61456298828125',b'0.77685546875',b'3.1416015625',b'15069',b'\x1e\x04\x00\x06<',b'15136',b'946685632.022'
b'-0.04852294921875',b'-0.12286376953125',b'-0.57135009765625',b'0.80999755859375',b'3.1416015625',b'15169',b'\x1e\x04\x00\x06<',b'15136',b'946685632.122'
b'-0.04620361328125',b'-0.1185302734375',b'-0.51068115234375',b'0.85028076171875',b'3.1416015625',b'15269',b'\x1e\x04\x00\x06<',b'15136',b'946685631.722'
b'-0.0638427734375',b'-0.13690185546875',b'-0.4637451171875',b'0.87298583984375',b'3.1416015625',b'15368',b'\x1e\x04\x00\x06<',b'15136',b'946685631.821'
b'-0.083251953125',b'-0.185546875',b'-0.4373779296875',b'0.8759765625',b'3.1416015625',b'15468',b'\x1e\x04\x00\x06<',b'15136',b'946685631.921'
b'-0.09967041015625',b'-0.2034912109375',b'-0.3905029296875',b'0.89227294921875',b'3.1416015625',b'15569',b'\x1e\x04\x00\x06<',b'15136',b'946685632.022'
b'-0.1492919921875',b'-0.23974609375',b'-0.34710693359375',b'0.894287109375',b'3.1416015625',b'15668',b'\x1e\x04\x00\x06<',b'15136',b'946685632.121'
b'-0.2049560546875',b'-0.29351806640625',b'-0.22607421875',b'0.90594482421875',b'3.1416015625',b'15767',b'\x1e\x04\x00\x06<',b'15136',b'946685632.72'
b'-0.28558349609375',b'-0.32525634765625',b'-0.1448974609375',b'0.8897705078125',b'3.1416015625',b'15867',b'\x0e\x03\x00\x04O',b'16115',b'946685632.82'
b'-0.336669921875',b'-0.3375244140625',b'-0.012451171875',b'0.87896728515625',b'3.1416015625',b'15967',b'\x0e\x03\x00\x04O',b'16115',b'946685632.92'
b'-0.3592529296875',b'-0.35760498046875',b'0.0653076171875',b'0.85955810546875',b'3.1416015625',b'16067',b'\x0e\x03\x00\x04O',b'16115',b'946685633.02'
b'-0.40380859375',b'-0.3779296875',b'0.0843505859375',b'0.828857421875',b'3.1416015625',b'16167',b'\x0e\x03\x00\x04O',b'16115',b'946685633.12'
b'-0.4501953125',b'-0.3822021484375',b'0.09625244140625',b'0.80126953125',b'3.1416015625',b'16267',b'\x0e\x03\x00\x04O',b'16115',b'946685633.72'
b'-0.44091796875',b'-0.45123291015625',b'0.0228271484375',b'0.77557373046875',b'3.1416015625',b'16367',b'\x0e\x03\x00\x04O',b'16115',b'946685633.82'
b'-0.44586181640625',b'-0.48065185546875',b'0.00018310546875',b'0.755126953125',b'3.1416015625',b'16466',b'\x0e\x03\x00\x04O',b'16115',b'946685633.919'
b'-0.44384765625',b'-0.5142822265625',b'-0.02789306640625',b'0.73333740234375',b'3.1416015625',b'16566',b'\x0e\x03\x00\x04O',b'16115',b'946685634.019'
b'-0.4501953125',b'-0.52716064453125',b'-0.05035400390625',b'0.71893310546875',b'3.1416015625',b'16666',b'\x0e\x03\x00\x04O',b'16115',b'946685633.619'
b'-0.43463134765625',b'-0.5458984375',b'-0.06927490234375',b'0.71295166015625',b'3.1416015625',b'16766',b'\x0e\x03\x00\x04O',b'16115',b'946685633.719'
b'-0.4241943359375',b'-0.559326171875',b'-0.07989501953125',b'0.70770263671875',b'3.1416015625',b'16866',b'!\x05\x00\x059',b'17095',b'946685633.819'
b'-0.40966796875',b'-0.5830078125',b'-0.09735107421875',b'0.69482421875',b'3.1416015625',b'16965',b'!\x05\x00\x059',b'17095',b'946685633.918'
b'-0.3873291015625',b'-0.61431884765625',b'-0.12261962890625',b'0.6763916015625',b'3.1416015625',b'17064',b'!\x05\x00\x059',b'17095',b'946685634.017'
b'-0.37030029296875',b'-0.6343994140625',b'-0.1466064453125',b'0.6624755859375',b'3.1416015625',b'17165',b'!\x05\x00\x059',b'17095',b'946685634.618'
b'-0.365478515625',b'-0.6412353515625',b'-0.14813232421875',b'0.65826416015625',b'3.1416015625',b'17265',b'!\x05\x00\x059',b'17095',b'946685634.718'
b'-0.35052490234375',b'-0.6611328125',b'-0.15118408203125',b'0.64593505859375',b'3.1416015625',b'17364',b'!\x05\x00\x059',b'17095',b'946685634.817'
b'-0.33758544921875',b'-0.66851806640625',b'-0.160888671875',b'0.642822265625',b'3.1416015625',b'17565',b'!\x05\x00\x059',b'17095',b'946685635.018'
b'-0.32891845703125',b'-0.668212890625',b'-0.17181396484375',b'0.64483642578125',b'3.1416015625',b'17664',b'!\x05\x00\x059',b'17095',b'946685635.117'
b'-0.31561279296875',b'-0.6689453125',b'-0.179931640625',b'0.64849853515625',b'3.1416015625',b'17763',b'!\x05\x00\x059',b'17095',b'946685634.716'
b'-0.27703857421875',b'-0.707763671875',b'-0.2000732421875',b'0.6182861328125',b'3.1416015625',b'17964',b'\x1f\x10\x00\x032',b'18073',b'946685634.917'
b'-0.25408935546875',b'-0.72296142578125',b'-0.20989990234375',b'0.60723876953125',b'3.1416015625',b'18063',b'\x1f\x10\x00\x032',b'18073',b'946685635.016'
b'-0.23486328125',b'-0.7379150390625',b'-0.2139892578125',b'0.59539794921875',b'3.1416015625',b'18163',b'\x1f\x10\x00\x032',b'18073',b'946685635.116'
b'-0.2283935546875',b'-0.74200439453125',b'-0.21490478515625',b'0.59246826171875',b'3.1416015625',b'18262',b'\x1f\x10\x00\x032',b'18073',b'946685635.715'
b'-0.22503662109375',b'-0.73992919921875',b'-0.2142333984375',b'0.59661865234375',b'3.1416015625',b'18362',b'\x1f\x10\x00\x032',b'18073',b'946685635.815'
b'-0.224365234375',b'-0.73699951171875',b'-0.218994140625',b'0.5987548828125',b'3.1416015625',b'18462',b'\x1f\x10\x00\x032',b'18073',b'946685635.915'
b'-0.22991943359375',b'-0.7294921875',b'-0.22747802734375',b'0.60272216796875',b'3.1416015625',b'18562',b'\x1f\x10\x00\x032',b'18073',b'946685636.015'
b'-0.23297119140625',b'-0.72271728515625',b'-0.23651123046875',b'0.60614013671875',b'3.1416015625',b'18662',b'\x1f\x10\x00\x032',b'18073',b'946685636.115'
b'-0.2391357421875',b'-0.71673583984375',b'-0.24383544921875',b'0.60797119140625',b'3.1416015625',b'18762',b'\x1f\x10\x00\x032',b'18073',b'946685636.715'
b'-0.24658203125',b'-0.71270751953125',b'-0.25323486328125',b'0.60589599609375',b'3.1416015625',b'18861',b'4\x10\x00\x04\x1c',b'19054',b'946685636.814'
b'-0.24346923828125',b'-0.71826171875',b'-0.269287109375',b'0.59356689453125',b'3.1416015625',b'18961',b'4\x10\x00\x04\x1c',b'19054',b'946685636.914'
b'-0.23675537109375',b'-0.7269287109375',b'-0.2861328125',b'0.57763671875',b'3.1416015625',b'19061',b'4\x10\x00\x04\x1c',b'19054',b'946685637.014'
b'-0.23175048828125',b'-0.73260498046875',b'-0.29754638671875',b'0.566650390625',b'3.1416015625',b'19161',b'4\x10\x00\x04\x1c',b'19054',b'946685637.114'
b'-0.23028564453125',b'-0.7347412109375',b'-0.301513671875',b'0.56231689453125',b'3.1416015625',b'19260',b'4\x10\x00\x04\x1c',b'19054',b'946685636.713'
b'-0.227294921875',b'-0.73162841796875',b'-0.30389404296875',b'0.5662841796875',b'3.1416015625',b'19360',b'4\x10\x00\x04\x1c',b'19054',b'946685636.813'
b'-0.2197265625',b'-0.7232666015625',b'-0.306396484375',b'0.57855224609375',b'3.1416015625',b'19461',b'4\x10\x00\x04\x1c',b'19054',b'946685636.914'
b'-0.2177734375',b'-0.71173095703125',b'-0.31683349609375',b'0.58795166015625',b'3.1416015625',b'19560',b'4\x10\x00\x04\x1c',b'19054',b'946685637.013'
b'-0.21868896484375',b'-0.700927734375',b'-0.3382568359375',b'0.588623046875',b'3.1416015625',b'19660',b'4\x10\x00\x04\x1c',b'19054',b'946685637.113'
b'-0.22161865234375',b'-0.69305419921875',b'-0.3533935546875',b'0.587890625',b'3.1416015625',b'19759',b'\x1e\x0c\x00\x055',b'20033',b'946685637.712'
b'-0.22650146484375',b'-0.6878662109375',b'-0.3568115234375',b'0.590087890625',b'3.1416015625',b'19859',b'\x1e\x0c\x00\x055',b'20033',b'946685637.812'
b'-0.23614501953125',b'-0.6829833984375',b'-0.34771728515625',b'0.597412109375',b'3.1416015625',b'19959',b'\x1e\x0c\x00\x055',b'20033',b'946685637.912'
b'-0.24835205078125',b'-0.67633056640625',b'-0.33404541015625',b'0.60772705078125',b'3.1416015625',b'20059',b'\x1e\x0c\x00\x055',b'20033',b'946685638.012'
b'-0.25616455078125',b'-0.68133544921875',b'-0.32244873046875',b'0.60516357421875',b'3.1416015625',b'20159',b'\x1e\x0c\x00\x055',b'20033',b'946685637.612'
b'-0.2532958984375',b'-0.6904296875',b'-0.32000732421875',b'0.59735107421875',b'3.1416015625',b'20259',b'\x1e\x0c\x00\x055',b'20033',b'946685637.712'
b'-0.245361328125',b'-0.69622802734375',b'-0.3299560546875',b'0.58837890625',b'3.1416015625',b'20358',b'\x1e\x0c\x00\x055',b'20033',b'946685637.811'
b'-0.2486572265625',b'-0.6953125',b'-0.3336181640625',b'0.58599853515625',b'3.1416015625',b'20458',b'\x1e\x0c\x00\x055',b'20033',b'946685637.911'
b'-0.2607421875',b'-0.69091796875',b'-0.31890869140625',b'0.59405517578125',b'3.1416015625',b'20558',b'\x1e\x0c\x00\x055',b'20033',b'946685638.011'
b'-0.26385498046875',b'-0.683349609375',b'-0.2686767578125',b'0.62548828125',b'3.1416015625',b'20758',b'\x1e\x0c\x00\x055',b'20033',b'946685638.711'
b'-0.25518798828125',b'-0.687255859375',b'-0.2520751953125',b'0.6317138671875',b'3.1416015625',b'20857',b'\x0f\x07\x00\x04J',b'21011',b'946685638.81'
b'-0.24407958984375',b'-0.69146728515625',b'-0.23944091796875',b'0.63641357421875',b'3.1416015625',b'20957',b'\x0f\x07\x00\x04J',b'21011',b'946685638.91'
b'-0.232421875',b'-0.692138671875',b'-0.22723388671875',b'0.64447021484375',b'3.1416015625',b'21057',b'\x0f\x07\x00\x04J',b'21011',b'946685639.01'
b'-0.22222900390625',b'-0.69219970703125',b'-0.21478271484375',b'0.65216064453125',b'3.1416015625',b'21157',b'\x0f\x07\x00\x04J',b'21011',b'946685639.11'
b'-0.2158203125',b'-0.692626953125',b'-0.20843505859375',b'0.65594482421875',b'3.1416015625',b'21256',b'\x0f\x07\x00\x04J',b'21011',b'946685639.709'
b'-0.215576171875',b'-0.6917724609375',b'-0.21197509765625',b'0.65576171875',b'3.1416015625',b'21356',b'\x0f\x07\x00\x04J',b'21011',b'946685639.809'
b'-0.2177734375',b'-0.6907958984375',b'-0.220947265625',b'0.65313720703125',b'3.1416015625',b'21457',b'\x0f\x07\x00\x04J',b'21011',b'946685639.91'
b'-0.22283935546875',b'-0.6915283203125',b'-0.23504638671875',b'0.64569091796875',b'3.1416015625',b'21656',b'\x0f\x07\x00\x04J',b'21011',b'946685640.109'
b'-0.22998046875',b'-0.69024658203125',b'-0.2384033203125',b'0.643310546875',b'3.1416015625',b'21755',b'\x0f\x07\x00\x04J',b'21011',b'946685639.708'
b'-0.24652099609375',b'-0.68487548828125',b'-0.24755859375',b'0.63946533203125',b'3.1416015625',b'21955',b'\x07\x04\x00\x02W',b'22001',b'946685639.908'
b'-0.25201416015625',b'-0.6829833984375',b'-0.253662109375',b'0.63690185546875',b'3.1416015625',b'22055',b'\x07\x04\x00\x02W',b'22001',b'946685640.008'
b'-0.2548828125',b'-0.682373046875',b'-0.25823974609375',b'0.6346435546875',b'3.1416015625',b'22155',b'\x07\x04\x00\x02W',b'22001',b'946685640.108'
b'-0.25714111328125',b'-0.6824951171875',b'-0.2598876953125',b'0.63287353515625',b'3.1416015625',b'22255',b'\x07\x04\x00\x02W',b'22001',b'946685640.708'
b'-0.2589111328125',b'-0.68316650390625',b'-0.25762939453125',b'0.63238525390625',b'3.1416015625',b'22354',b'\x07\x04\x00\x02W',b'22001',b'946685640.807'
b'-0.25921630859375',b'-0.68414306640625',b'-0.25531005859375',b'0.63214111328125',b'3.1416015625',b'22454',b'\x07\x04\x00\x02W',b'22001',b'946685640.907'
b'-0.25897216796875',b'-0.6844482421875',b'-0.25469970703125',b'0.63214111328125',b'3.1416015625',b'22554',b'\x07\x04\x00\x02W',b'22001',b'946685641.007'
b'-0.255615234375',b'-0.68927001953125',b'-0.2503662109375',b'0.6300048828125',b'3.1416015625',b'22654',b'\x07\x04\x00\x02W',b'22001',b'946685641.107'
b'-0.2518310546875',b'-0.6947021484375',b'-0.240966796875',b'0.62921142578125',b'3.1416015625',b'22754',b'\x03\x02\x00\x02]',b'22968',b'946685640.707'
b'-0.23968505859375',b'-0.70062255859375',b'-0.2271728515625',b'0.63250732421875',b'3.1416015625',b'22953',b'\x03\x02\x00\x02]',b'22968',b'946685640.906'
b'-0.23260498046875',b'-0.7008056640625',b'-0.225830078125',b'0.63543701171875',b'3.1416015625',b'23053',b'\x03\x02\x00\x02]',b'22968',b'946685641.006'
b'-0.23004150390625',b'-0.69879150390625',b'-0.224365234375',b'0.6390380859375',b'3.1416015625',b'23152',b'\x03\x02\x00\x02]',b'22968',b'946685641.105'
b'-0.23126220703125',b'-0.695068359375',b'-0.22332763671875',b'0.64300537109375',b'3.1416015625',b'23252',b'\x03\x02\x00\x02]',b'22968',b'946685641.705'
b'-0.2327880859375',b'-0.69140625',b'-0.224365234375',b'0.6461181640625',b'3.1416015625',b'23353',b'\x03\x02\x00\x02]',b'22968',b'946685641.806'
b'-0.2364501953125',b'-0.68902587890625',b'-0.2335205078125',b'0.64404296875',b'3.1416015625',b'23552',b'\x03\x02\x00\x02]',b'22968',b'946685642.005'
b'-0.24798583984375',b'-0.6845703125',b'-0.2459716796875',b'0.63983154296875',b'3.1416015625',b'23751',b'\x01\x02\x00\x02_',b'23956',b'946685642.204'
b'-0.25421142578125',b'-0.681884765625',b'-0.2490234375',b'0.6390380859375',b'3.1416015625',b'23851',b'\x01\x02\x00\x02_',b'23956',b'946685642.804'
b'-0.2596435546875',b'-0.6800537109375',b'-0.25360107421875',b'0.63702392578125',b'3.1416015625',b'23951',b'\x01\x02\x00\x02_',b'23956',b'946685642.904'
b'-0.263671875',b'-0.6787109375',b'-0.25909423828125',b'0.63458251953125',b'3.1416015625',b'24051',b'\x01\x02\x00\x02_',b'23956',b'946685643.004'
b'-0.266845703125',b'-0.677734375',b'-0.2633056640625',b'0.632568359375',b'3.1416015625',b'24151',b'\x01\x02\x00\x02_',b'23956',b'946685643.104'
b'-0.26953125',b'-0.6767578125',b'-0.26556396484375',b'0.63153076171875',b'3.1416015625',b'24251',b'\x01\x02\x00\x02_',b'23956',b'946685642.704'
b'-0.27154541015625',b'-0.6756591796875',b'-0.26568603515625',b'0.63177490234375',b'3.1416015625',b'24350',b'\x01\x02\x00\x02_',b'23956',b'946685642.803'
b'-0.27178955078125',b'-0.67547607421875',b'-0.2655029296875',b'0.6319580078125',b'3.1416015625',b'24450',b'\x01\x02\x00\x02_',b'23956',b'946685642.903'
b'-0.2708740234375',b'-0.6761474609375',b'-0.26605224609375',b'0.63140869140625',b'3.1416015625',b'24550',b'\x01\x02\x00\x02_',b'23956',b'946685643.003'
b'-0.27056884765625',b'-0.67626953125',b'-0.26690673828125',b'0.631103515625',b'3.1416015625',b'24650',b'\x01\x02\x00\x02_',b'23956',b'946685643.103'
b'-0.2701416015625',b'-0.6766357421875',b'-0.26654052734375',b'0.63092041015625',b'3.1416015625',b'24749',b'\x01\x01\x00\x02`',b'24934',b'946685643.702'
b'-0.27008056640625',b'-0.67620849609375',b'-0.2666015625',b'0.6314697265625',b'3.1416015625',b'24849',b'\x01\x01\x00\x02`',b'24934',b'946685643.802'
b'-0.2698974609375',b'-0.6763916015625',b'-0.26678466796875',b'0.63128662109375',b'3.1416015625',b'24949',b'\x01\x01\x00\x02`',b'24934',b'946685643.902'
b'-0.26971435546875',b'-0.6767578125',b'-0.26690673828125',b'0.63092041015625',b'3.1416015625',b'25049',b'\x01\x01\x00\x02`',b'24934',b'946685644.002'
b'-0.26971435546875',b'-0.67669677734375',b'-0.2662353515625',b'0.6312255859375',b'3.1416015625',b'25148',b'\x01\x01\x00\x02`',b'24934',b'946685644.101'
b'-0.2698974609375',b'-0.67626953125',b'-0.2659912109375',b'0.6317138671875',b'3.1416015625',b'25248',b'\x01\x01\x00\x02`',b'24934',b'946685644.701'
b'-0.27001953125',b'-0.6761474609375',b'-0.2657470703125',b'0.63189697265625',b'3.1416015625',b'25349',b'\x01\x01\x00\x02`',b'24934',b'946685644.802'
b'-0.2701416015625',b'-0.67608642578125',b'-0.265625',b'0.63201904296875',b'3.1416015625',b'25448',b'\x01\x01\x00\x02`',b'24934',b'946685644.901'
b'-0.270263671875',b'-0.67578125',b'-0.2659912109375',b'0.632080078125',b'3.1416015625',b'25548',b'\x01\x01\x00\x02`',b'24934',b'946685645.001'
b'-0.2701416015625',b'-0.67523193359375',b'-0.26617431640625',b'0.63262939453125',b'3.1416015625',b'25647',b'\x01\x01\x00\x02`',b'25913',b'946685645.1'
b'-0.2706298828125',b'-0.67462158203125',b'-0.26629638671875',b'0.633056640625',b'3.1416015625',b'25748',b'\x01\x01\x00\x02`',b'25913',b'946685644.701'
b'-0.2708740234375',b'-0.67474365234375',b'-0.26593017578125',b'0.6329345703125',b'3.1416015625',b'25847',b'\x01\x01\x00\x02`',b'25913',b'946685644.8'
b'-0.27117919921875',b'-0.67474365234375',b'-0.26519775390625',b'0.6331787109375',b'3.1416015625',b'25947',b'\x01\x01\x00\x02`',b'25913',b'946685644.9'
b'-0.27142333984375',b'-0.674560546875',b'-0.26446533203125',b'0.63348388671875',b'3.1416015625',b'26047',b'\x01\x01\x00\x02`',b'25913',b'946685645.0'
b'-0.27130126953125',b'-0.674560546875',b'-0.26397705078125',b'0.6337890625',b'3.1416015625',b'26147',b'\x01\x01\x00\x02`',b'25913',b'946685645.1'
b'-0.27099609375',b'-0.67462158203125',b'-0.26318359375',b'0.6341552734375',b'3.1416015625',b'26246',b'\x01\x01\x00\x02`',b'25913',b'946685645.699'
b'-0.27142333984375',b'-0.67449951171875',b'-0.26239013671875',b'0.63446044921875',b'3.1416015625',b'26346',b'\x01\x01\x00\x02`',b'25913',b'946685645.799'
b'-0.27130126953125',b'-0.67474365234375',b'-0.26214599609375',b'0.63433837890625',b'3.1416015625',b'26446',b'\x01\x01\x00\x02`',b'25913',b'946685645.899'
b'-0.27130126953125',b'-0.67437744140625',b'-0.2626953125',b'0.634521484375',b'3.1416015625',b'26546',b'\x01\x01\x00\x02`',b'25913',b'946685645.999'
b'-0.27093505859375',b'-0.67449951171875',b'-0.262939453125',b'0.6343994140625',b'3.1416015625',b'26645',b'\x01\x01\x00\x02`',b'26892',b'946685646.098'
b'-0.27069091796875',b'-0.67486572265625',b'-0.262939453125',b'0.6341552734375',b'3.1416015625',b'26846',b'\x01\x01\x00\x02`',b'26892',b'946685645.799'
b'-0.27069091796875',b'-0.6741943359375',b'-0.26416015625',b'0.63433837890625',b'3.1416015625',b'27045',b'\x01\x01\x00\x02`',b'26892',b'946685645.998'
b'-0.27069091796875',b'-0.673828125',b'-0.26446533203125',b'0.6346435546875',b'3.1416015625',b'27144',b'\x01\x01\x00\x02`',b'26892',b'946685646.097'
b'-0.27044677734375',b'-0.6732177734375',b'-0.265869140625',b'0.634765625',b'3.1416015625',b'27444',b'\x01\x01\x00\x02`',b'26892',b'946685646.897'
b'-0.27001953125',b'-0.6734619140625',b'-0.26568603515625',b'0.634765625',b'3.1416015625',b'27543',b'\x01\x01\x00\x02`',b'26892',b'946685646.996'
b'-0.2701416015625',b'-0.673583984375',b'-0.265869140625',b'0.634521484375',b'3.1416015625',b'27644',b'\x01\x01\x00\x02a',b'27871',b'946685647.097'
b'-0.27008056640625',b'-0.67333984375',b'-0.26580810546875',b'0.63482666015625',b'3.1416015625',b'27743',b'\x01\x01\x00\x02a',b'27871',b'946685647.696'
b'-0.270263671875',b'-0.67303466796875',b'-0.2662353515625',b'0.6348876953125',b'3.1416015625',b'27843',b'\x01\x01\x00\x02a',b'27871',b'946685647.796'
b'-0.27020263671875',b'-0.6729736328125',b'-0.26611328125',b'0.63507080078125',b'3.1416015625',b'27943',b'\x01\x01\x00\x02a',b'27871',b'946685647.896'
b'-0.270263671875',b'-0.67291259765625',b'-0.26617431640625',b'0.63507080078125',b'3.1416015625',b'28043',b'\x01\x01\x00\x02a',b'27871',b'946685647.996'
b'-0.26995849609375',b'-0.67303466796875',b'-0.266357421875',b'0.63494873046875',b'3.1416015625',b'28242',b'\x01\x01\x00\x02a',b'27871',b'946685647.695'
b'-0.2703857421875',b'-0.67242431640625',b'-0.26629638671875',b'0.63543701171875',b'3.1416015625',b'28342',b'\x01\x01\x00\x02a',b'27871',b'946685647.795'
