quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'8589934592.0',b'-514.9773559570312',b'-3.710887807725391e+19',b'6.852209360701923e-41',b'2.2106884573188314e-41',b'2453159484',b'M\x00\x01\x01\x00\x02a',b'2466250752',b'2453159.484'
b'131072.0',b'-514.9773559570312',b'-3.710887807725391e+19',b'1.0905222201063217e-19',b'-2.0037612915039062',b'2466463294',b'M\x00\x01\x01\x00\x02a',b'2466250752',b'2466463.294'
b'131072.0',b'-514.9773559570312',b'-9.499872787777001e+21',b'1.0905222201063217e-19',b'2.2106884573188314e-41',b'2472820288',b'M\x00\x01\x01\x00\x02a',b'2466250752',b'2472820.288'
b'8589934592.0',b'-514.9773559570312',b'-9.499872787777001e+21',b'2.0116584300994873',b'-2.2106884573188314e-41',b'2479308353',b'M\x00\x01\x01\x00\x02a',b'2466250752',b'2479308.353'
b'131072.0',b'-514.9773559570312',b'-9.499872787777001e+21',b'1.0905222201063217e-19',b'-2.0037612915039062',b'2485861954',b'M\x00\x01\x01\x00\x02a',b'2466250752',b'2485861.954'
b'2.0',b'-131834.203125',b'-3.710887807725391e+19',b'-3.710854822376558e+19',b'2.003761053085327',b'2498969149',b'M\x00\x01\x01\x00\x02a',b'2466250752',b'2498969.149'
b'3.0517578125e-05',b'-33749556.0',b'-1.449565549892731e+17',b'-3.710854822376558e+19',b'2.210548327472399e-41',b'2512010816',b'M\x00\x01\x01\x00\x02a',b'2466250752',b'2512010.816'
b'4.656612873077393e-10',b'-33749556.0',b'-1.449565549892731e+17',b'-3.710854822376558e+19',b'2.003761053085327',b'2518629946',b'M\x00\x01\x01\x00\x02a',b'2530541568',b'2518629.946'
b'4.656612873077393e-10',b'-8639886336.0',b'-566236542926848.0',b'-3.710854822376558e+19',b'2.210548327472399e-41',b'2531606077',b'M\x00\x01\x01\x00\x02a',b'2530541568',b'2531606.077'
b'7.105427357601002e-15',b'-2211810902016.0',b'-2211861495808.0',b'-2.0116584300994873',b'2.003761053085327',b'2538159678',b'M\x00\x01\x01\x00\x02a',b'2530541568',b'2538159.678'
b'3.0517578125e-05',b'-566223590916096.0',b'-131837.21875',b'-1.0905222201063217e-19',b'2.210548327472399e-41',b'2551266881',b'M\x00\x01\x01\x00\x02a',b'2530541568',b'2551266.881'
b'3.0517578125e-05',b'-1.4495323927452058e+17',b'-514.9891357421875',b'-6.852209360701923e-41',b'-2.210548327472399e-41',b'2557820482',b'M\x00\x01\x01\x00\x02a',b'2530541568',b'2557820.482'
b'4.656612873077393e-10',b'-3.710802925427727e+19',b'-0.007858110591769218',b'-6.852209360701923e-41',b'-2.210548327472399e-41',b'2564374076',b'M\x00\x01\x01\x00\x02a',b'2530541568',b'2564374.076'
b'7.105427357601002e-15',b'-9.49965548909498e+21',b'-0.007858110591769218',b'-6.852209360701923e-41',b'2.003761053085327',b'2570927670',b'M\x00\x01\x01\x00\x02a',b'2530541568',b'2570927.67'
b'1.0842021724855044e-19',b'-2.431911805208315e+24',b'-3.069574449909851e-05',b'-6.852209360701923e-41',b'2.003761053085327',b'2577415728',b'M\x00\x01\x01\x00\x02a',b'2594635776',b'2577415.728'
b'7.105427357601002e-15',b'-2.431911805208315e+24',b'-3.069574449909851e-05',b'-6.852209360701923e-41',b'-2.003761053085327',b'2583969329',b'M\x00\x01\x01\x00\x02a',b'2594635776',b'2583969.329'
b'4.656612873077393e-10',b'-2.431911805208315e+24',b'-1.1990525194960355e-07',b'3.710854822376558e+19',b'-2.003761053085327',b'2597076532',b'M\x00\x01\x01\x00\x02a',b'2594635776',b'2597076.532'
b'7.105427357601002e-15',b'-2.431911805208315e+24',b'-1.1990525194960355e-07',b'2.0116584300994873',b'2.003761053085327',b'2603564598',b'M\x00\x01\x01\x00\x02a',b'2594635776',b'2603564.598'
b'7.105427357601002e-15',b'-2.431911805208315e+24',b'-3.069574449909851e-05',b'2.0116584300994873',b'-2.003761053085327',b'2610118199',b'M\x00\x01\x01\x00\x02a',b'2594635776',b'2610118.199'
b'7.105427357601002e-15',b'-9.49965548909498e+21',b'-0.007858110591769218',b'2.0116584300994873',b'2.210548327472399e-41',b'2616671801',b'M\x00\x01\x01\x00\x02a',b'2594635776',b'2616671.801'
b'7.105427357601002e-15',b'-9.49965548909498e+21',b'-0.007858110591769218',b'2.0116584300994873',b'2.210548327472399e-41',b'2629779004',b'M\x00\x01\x01\x00\x02a',b'2594635776',b'2629779.004'
b'4.656612873077393e-10',b'-3.710802925427727e+19',b'-2.01167631149292',b'3.710854822376558e+19',b'2.003761053085327',b'2636332605',b'M\x00\x01\x01\x00\x02a',b'2594635776',b'2636332.605'
b'7.105427357601002e-15',b'-3.710802925427727e+19',b'-2.01167631149292',b'3.710854822376558e+19',b'-2.003761053085327',b'2642886206',b'M\x00\x01\x01\x00\x02a',b'2658729984',b'2642886.206'
b'-0.0',b'-33749556.0',b'-33750328.0',b'-1.0905222201063217e-19',b'2.2104081976259664e-41',b'2662481454',b'M\x00\x01\x01\x00\x02a',b'2658729984',b'2662481.454'
b'-0.0',b'-131834.203125',b'-2211861495808.0',b'-3.710854822376558e+19',b'-2.2104081976259664e-41',b'2675523120',b'M\x00\x01\x01\x00\x02a',b'2658729984',b'2675523.12'
b'-1.6543612251060553e-24',b'-514.9773559570312',b'-2211861495808.0',b'-2.0116584300994873',b'2.2104081976259664e-41',b'2682076716',b'M\x00\x01\x01\x00\x02a',b'2658729984',b'2682076.716'
b'-7.105427357601002e-15',b'-514.9773559570312',b'-2211861495808.0',b'-2.0116584300994873',b'-2.2104081976259664e-41',b'2695183912',b'M\x00\x01\x01\x00\x02a',b'2658729984',b'2695183.912'
b'-4.656612873077393e-10',b'-514.9773559570312',b'-33750328.0',b'-1.0905222201063217e-19',b'-2.003760814666748',b'2708225579',b'M\x00\x01\x01\x00\x02a',b'2723479552',b'2708225.579'
b'-4.656612873077393e-10',b'-514.9773559570312',b'-8640083968.0',b'-1.0905222201063217e-19',b'-2.2104081976259664e-41',b'2714779176',b'M\x00\x01\x01\x00\x02a',b'2723479552',b'2714779.176'
b'-4.656612873077393e-10',b'-514.9773559570312',b'-33750328.0',b'-2.0116584300994873',b'-2.003760814666748',b'2721398308',b'M\x00\x01\x01\x00\x02a',b'2723479552',b'2721398.308'
b'-3.0517578125e-05',b'-2.0116302967071533',b'-33750328.0',b'-3.710854822376558e+19',b'2.2104081976259664e-41',b'2734374440',b'M\x00\x01\x01\x00\x02a',b'2723479552',b'2734374.44'
b'-3.0517578125e-05',b'-2.0116302967071533',b'-8640083968.0',b'-3.710854822376558e+19',b'-2.2104081976259664e-41',b'2740928041',b'M\x00\x01\x01\x00\x02a',b'2723479552',b'2740928.041'
b'-4.656612873077393e-10',b'-514.9773559570312',b'-8640083968.0',b'-3.710854822376558e+19',b'2.2104081976259664e-41',b'2747481643',b'M\x00\x01\x01\x00\x02a',b'2723479552',b'2747481.643'
b'-3.0517578125e-05',b'-2.0116302967071533',b'-8640083968.0',b'-1.0905222201063217e-19',b'2.2104081976259664e-41',b'2760588840',b'M\x00\x01\x01\x00\x02a',b'2723479552',b'2760588.84'
b'-131072.0',b'-0.007857930846512318',b'-8640083968.0',b'3.710854822376558e+19',b'-2.003760814666748',b'2767142435',b'M\x00\x01\x01\x00\x02a',b'2723479552',b'2767142.435'
b'-3.6893488147419103e+19',b'-3.069504236918874e-05',b'-2211861495808.0',b'2.0116584300994873',b'-2.2104081976259664e-41',b'2773630494',b'M\x00\x01\x01\x00\x02a',b'2787639296',b'2773630.494'
b'-2.4178516392292583e+24',b'-3.069504236918874e-05',b'-2211861495808.0',b'2.0116584300994873',b'-2.2104081976259664e-41',b'2780184091',b'M\x00\x01\x01\x00\x02a',b'2787639296',b'2780184.091'
b'-1.5845632502852868e+29',b'-3.069504236918874e-05',b'-2211861495808.0',b'1.0905222201063217e-19',b'2.2104081976259664e-41',b'2786737689',b'M\x00\x01\x01\x00\x02a',b'2787639296',b'2786737.689'
b'-2.4178516392292583e+24',b'-0.007857930846512318',b'-8640083968.0',b'1.0905222201063217e-19',b'2.2104081976259664e-41',b'2799844892',b'M\x00\x01\x01\x00\x02a',b'2787639296',b'2799844.892'
b'-2.4178516392292583e+24',b'-0.007857930846512318',b'-8640083968.0',b'6.852209360701923e-41',b'2.003760814666748',b'2812886547',b'M\x00\x01\x01\x00\x02a',b'2787639296',b'2812886.547'
b'-2.4178516392292583e+24',b'-3.069504236918874e-05',b'-2211861495808.0',b'6.852209360701923e-41',b'2.003760814666748',b'2825993750',b'M\x00\x01\x01\x00\x02a',b'2787639296',b'2825993.75'
b'-3.6893488147419103e+19',b'-3.069504236918874e-05',b'-2211861495808.0',b'6.852209360701923e-41',b'2.2104081976259664e-41',b'2832481816',b'M\x00\x01\x01\x00\x02a',b'2851799040',b'2832481.816'
b'-3.6893488147419103e+19',b'-0.007857930846512318',b'-2211861495808.0',b'-3.710854822376558e+19',b'-2.210268067779534e-41',b'2845654555',b'M\x00\x01\x01\x00\x02a',b'2851799040',b'2845654.555'
b'-8589934592.0',b'-2.0116302967071533',b'-8640083968.0',b'6.852209360701923e-41',b'2.003760814666748',b'2858696218',b'M\x00\x01\x01\x00\x02a',b'2851799040',b'2858696.218'
b'-2.0',b'-514.9773559570312',b'-33750328.0',b'-3.710854822376558e+19',b'-2.003760576248169',b'2878291486',b'M\x00\x01\x01\x00\x02a',b'2851799040',b'2878291.486'
b'-4.656612873077393e-10',b'-131834.203125',b'-33750328.0',b'1.0905222201063217e-19',b'-2.003760814666748',b'2884845083',b'M\x00\x01\x01\x00\x02a',b'2851799040',b'2884845.083'
b'-4.656612873077393e-10',b'-131834.203125',b'-33750328.0',b'6.852209360701923e-41',b'2.2104081976259664e-41',b'2891398685',b'M\x00\x01\x01\x00\x02a',b'2851799040',b'2891398.685'
b'-7.105427357601002e-15',b'-131834.203125',b'-33750328.0',b'-3.710854822376558e+19',b'2.210268067779534e-41',b'2910993954',b'M\x00\x01\x01\x00\x02a',b'2915958784',b'2910993.954'
b'-1.0842021724855044e-19',b'-33749556.0',b'-131837.21875',b'-3.710854822376558e+19',b'-2.210268067779534e-41',b'2917547555',b'M\x00\x01\x01\x00\x02a',b'2915958784',b'2917547.555'
b'-7.105427357601002e-15',b'-131834.203125',b'-131837.21875',b'1.0905222201063217e-19',b'-2.003760814666748',b'2930654758',b'M\x00\x01\x01\x00\x02a',b'2915958784',b'2930654.758'
b'-4.656612873077393e-10',b'-131834.203125',b'-131837.21875',b'2.0116584300994873',b'-2.2104081976259664e-41',b'2937142824',b'M\x00\x01\x01\x00\x02a',b'2915958784',b'2937142.824'
b'-7.105427357601002e-15',b'-131834.203125',b'-131837.21875',b'2.0116584300994873',b'2.2104081976259664e-41',b'2956803629',b'M\x00\x01\x01\x00\x02a',b'2915958784',b'2956803.629'
b'-4.656612873077393e-10',b'-131834.203125',b'-131837.21875',b'3.710854822376558e+19',b'-2.2104081976259664e-41',b'2963357230',b'M\x00\x01\x01\x00\x02a',b'2980118528',b'2963357.23'
b'-7.105427357601002e-15',b'-131834.203125',b'-33750328.0',b'2.0116584300994873',b'2.2104081976259664e-41',b'2969910832',b'M\x00\x01\x01\x00\x02a',b'2980118528',b'2969910.832'
b'-7.105427357601002e-15',b'-131834.203125',b'-33750328.0',b'1.0905222201063217e-19',b'-2.2104081976259664e-41',b'2976464433',b'M\x00\x01\x01\x00\x02a',b'2980118528',b'2976464.433'
