quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'-1.6543612251060553e-24',b'-33749556.0',b'-33750328.0',b'-3.710854822376558e+19',b'2.210268067779534e-41',b'2982952499',b'M\x00\x01\x01\x00\x02a',b'2980118528',b'2982952.499'
b'-4.656612873077393e-10',b'-514.9773559570312',b'-8640083968.0',b'-2.0116584300994873',b'2.210268067779534e-41',b'3002613296',b'M\x00\x01\x01\x00\x02a',b'2980118528',b'3002613.296'
b'-2.0',b'-514.9773559570312',b'-8640083968.0',b'-1.0905222201063217e-19',b'-2.210268067779534e-41',b'3015654957',b'M\x00\x01\x01\x00\x02a',b'2980118528',b'3015654.957'
b'-2.0',b'-2.0116302967071533',b'-8640083968.0',b'-1.0905222201063217e-19',b'2.210268067779534e-41',b'3028762160',b'M\x00\x01\x01\x00\x02a',b'3044278272',b'3028762.16'
b'-131072.0',b'-2.0116302967071533',b'-8640083968.0',b'-2.0116584300994873',b'2.210268067779534e-41',b'3041803827',b'M\x00\x01\x01\x00\x02a',b'3044278272',b'3041803.827'
b'-2.0',b'-514.9773559570312',b'-33750328.0',b'6.852209360701923e-41',b'2.2104081976259664e-41',b'3061464620',b'M\x00\x01\x01\x00\x02a',b'3044278272',b'3061464.62'
b'-131072.0',b'-514.9773559570312',b'-131837.21875',b'6.852209360701923e-41',b'-2.003760814666748',b'3068018220',b'M\x00\x01\x01\x00\x02a',b'3044278272',b'3068018.22'
b'-3.0517578125e-05',b'-131834.203125',b'-131837.21875',b'2.0116584300994873',b'-2.2104081976259664e-41',b'3087613483',b'M\x00\x01\x01\x00\x02a',b'3044278272',b'3087613.483'
b'-3.0517578125e-05',b'-131834.203125',b'-131837.21875',b'1.0905222201063217e-19',b'2.2104081976259664e-41',b'3107208752',b'M\x00\x01\x01\x00\x02a',b'3108503552',b'3107208.752'
b'-3.0517578125e-05',b'-514.9773559570312',b'-33750328.0',b'3.710854822376558e+19',b'-2.2104081976259664e-41',b'3120315948',b'M\x00\x01\x01\x00\x02a',b'3108503552',b'3120315.948'
b'-4.656612873077393e-10',b'-514.9773559570312',b'-33750328.0',b'3.710854822376558e+19',b'2.003760814666748',b'3126869549',b'M\x00\x01\x01\x00\x02a',b'3108503552',b'3126869.549'
b'-7.105427357601002e-15',b'-131834.203125',b'-131837.21875',b'3.710854822376558e+19',b'2.003760814666748',b'3139911216',b'M\x00\x01\x01\x00\x02a',b'3108503552',b'3139911.216'
b'-1.0842021724855044e-19',b'-33749556.0',b'-131837.21875',b'2.0116584300994873',b'-2.003760814666748',b'3146530353',b'M\x00\x01\x01\x00\x02a',b'3108503552',b'3146530.353'
b'-1.0842021724855044e-19',b'-33749556.0',b'-131837.21875',b'2.0116584300994873',b'2.003760814666748',b'3153018419',b'M\x00\x01\x01\x00\x02a',b'3108503552',b'3153018.419'
b'-2.524354896707238e-29',b'-33749556.0',b'-33750328.0',b'3.710854822376558e+19',b'2.003760814666748',b'3166060079',b'M\x00\x01\x01\x00\x02a',b'3172663296',b'3166060.079'
b'-3.851859888774472e-34',b'-8639886336.0',b'-33750328.0',b'2.0116584300994873',b'2.003760814666748',b'3179167282',b'M\x00\x01\x01\x00\x02a',b'3172663296',b'3179167.282'
b'1.5845632502852868e+29',b'-2211810902016.0',b'-131837.21875',b'-6.852209360701923e-41',b'2.2104081976259664e-41',b'3185720876',b'M\x00\x01\x01\x00\x02a',b'3172663296',b'3185720.876'
b'2.4178516392292583e+24',b'-2211810902016.0',b'-131837.21875',b'-6.852209360701923e-41',b'2.003760814666748',b'3198828078',b'M\x00\x01\x01\x00\x02a',b'3172663296',b'3198828.078'
b'1.5845632502852868e+29',b'-2211810902016.0',b'-131837.21875',b'-1.0905222201063217e-19',b'-2.003760814666748',b'3205316143',b'M\x00\x01\x01\x00\x02a',b'3172663296',b'3205316.143'
b'562949953421312.0',b'-566223590916096.0',b'-514.9891357421875',b'-3.710854822376558e+19',b'2.003760814666748',b'3218423340',b'M\x00\x01\x01\x00\x02a',b'3236954112',b'3218423.34'
b'562949953421312.0',b'-566223590916096.0',b'-131837.21875',b'6.852209360701923e-41',b'-2.003761053085327',b'3224976941',b'M\x00\x01\x01\x00\x02a',b'3236954112',b'3224976.941'
b'562949953421312.0',b'-2211810902016.0',b'-131837.21875',b'-3.710854822376558e+19',b'2.003760814666748',b'3231530543',b'M\x00\x01\x01\x00\x02a',b'3236954112',b'3231530.543'
b'562949953421312.0',b'-2211810902016.0',b'-33750328.0',b'6.852209360701923e-41',b'-2.003761053085327',b'3238018608',b'M\x00\x01\x01\x00\x02a',b'3236954112',b'3238018.608'
b'131072.0',b'-566223590916096.0',b'-131837.21875',b'3.710854822376558e+19',b'-2.210548327472399e-41',b'3257679407',b'M\x00\x01\x01\x00\x02a',b'3236954112',b'3257679.407'
b'8589934592.0',b'-2211810902016.0',b'-33750328.0',b'3.710854822376558e+19',b'2.210548327472399e-41',b'3277274676',b'M\x00\x01\x01\x00\x02a',b'3236954112',b'3277274.676'
b'131072.0',b'-2211810902016.0',b'-33750328.0',b'2.0116584300994873',b'2.210548327472399e-41',b'3283828271',b'M\x00\x01\x01\x00\x02a',b'3236954112',b'3283828.271'
b'8589934592.0',b'-8639886336.0',b'-33750328.0',b'3.710854822376558e+19',b'2.210548327472399e-41',b'3303489075',b'M\x00\x01\x01\x00\x02a',b'3301048320',b'3303489.075'
