quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'-0.00164794921875',b'0.990478515625',b'0.12908935546875',b'0.04742431640625',b'1.4111328125',b'931418',b'\x01\x01\x00\x02a',b'928726',b'931.418'
b'-0.001708984375',b'0.990478515625',b'0.12908935546875',b'0.04742431640625',b'1.411376953125',b'931523',b'\x01\x01\x00\x02a',b'928726',b'931.523'
b'-0.001708984375',b'0.990478515625',b'0.1290283203125',b'0.04742431640625',b'1.411376953125',b'931636',b'\x01\x01\x00\x02a',b'928726',b'931.636'
b'-0.001708984375',b'0.99053955078125',b'0.12896728515625',b'0.04742431640625',b'1.41162109375',b'931744',b'\x01\x01\x00\x02a',b'928726',b'931.744'
b'-0.001708984375',b'0.99053955078125',b'0.12896728515625',b'0.04736328125',b'1.411865234375',b'931851',b'\x01\x01\x00\x02a',b'928726',b'931.851'
b'-0.001708984375',b'0.990478515625',b'0.1290283203125',b'0.04742431640625',b'1.412109375',b'931957',b'\x01\x01\x00\x02a',b'928726',b'931.957'
b'-0.001708984375',b'0.990478515625',b'0.1290283203125',b'0.0474853515625',b'1.412109375',b'932065',b'\x01\x01\x00\x02a',b'928726',b'932.065'
b'-0.001708984375',b'0.990478515625',b'0.12908935546875',b'0.04754638671875',b'1.412353515625',b'932172',b'\x01\x01\x00\x02a',b'928726',b'932.172'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'0.0'
b'-0.001708984375',b'0.990478515625',b'0.1290283203125',b'0.04754638671875',b'1.41259765625',b'932278',b'\x01\x01\x00\x02a',b'928726',b'932.278'
b'-0.001708984375',b'0.990478515625',b'0.1290283203125',b'0.04754638671875',b'1.41259765625',b'932386',b'\x01\x01\x00\x02a',b'928726',b'932.386'
b'-0.001708984375',b'0.990478515625',b'0.1290283203125',b'0.04754638671875',b'1.412841796875',b'932493',b'\x01\x01\x00\x02a',b'928726',b'932.493'
b'-0.00177001953125',b'0.990478515625',b'0.12896728515625',b'0.04754638671875',b'1.4130859375',b'932603',b'\x01\x01\x00\x02a',b'928726',b'932.603'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'0.0'
b'-0.00177001953125',b'0.990478515625',b'0.12896728515625',b'0.04754638671875',b'1.4130859375',b'932603',b'\x01\x01\x00\x02a',b'932715',b'932.603'
b'-0.00177001953125',b'0.99053955078125',b'0.12890625',b'0.047607421875',b'1.41357421875',b'932920',b'\x01\x01\x00\x02a',b'932715',b'932.92'
b'-0.00177001953125',b'0.99053955078125',b'0.12890625',b'0.04754638671875',b'1.413818359375',b'933031',b'\x01\x01\x00\x02a',b'932715',b'933.031'
b'-0.00177001953125',b'0.99053955078125',b'0.12890625',b'0.04754638671875',b'1.4140625',b'933138',b'\x01\x01\x00\x02a',b'932715',b'933.138'
b'-0.00177001953125',b'0.99053955078125',b'0.12890625',b'0.0474853515625',b'1.414306640625',b'933246',b'\x01\x01\x00\x02a',b'932715',b'933.246'
b'-0.00177001953125',b'0.99053955078125',b'0.12890625',b'0.04742431640625',b'1.41455078125',b'933353',b'\x01\x01\x00\x02a',b'932715',b'933.353'
b'-0.00177001953125',b'0.99053955078125',b'0.12896728515625',b'0.04742431640625',b'1.414794921875',b'933459',b'\x01\x01\x00\x02a',b'932715',b'933.459'
b'-0.001708984375',b'0.990478515625',b'0.1290283203125',b'0.04742431640625',b'1.414794921875',b'933566',b'\x01\x01\x00\x02a',b'932715',b'933.566'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'0.0'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'0.0'
b'-0.001708984375',b'0.990478515625',b'0.1290283203125',b'0.04742431640625',b'1.414794921875',b'933566',b'\x01\x01\x00\x02a',b'933677',b'933.566'
b'-0.001708984375',b'0.990478515625',b'0.12908935546875',b'0.0474853515625',b'1.415283203125',b'933882',b'\x01\x01\x00\x02a',b'933677',b'933.882'
b'-0.001708984375',b'0.990478515625',b'0.129150390625',b'0.0474853515625',b'1.415283203125',b'933992',b'\x01\x01\x00\x02a',b'933677',b'933.992'
