quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'0.42999267578125',b'0.49530029296875',b'0.5521240234375',b'0.51470947265625',b'0.682373046875',b'782736',b'\x01\x01\x00\x02a',b'782141',b'782.736'
b'0.4278564453125',b'0.49603271484375',b'0.5533447265625',b'0.5145263671875',b'0.6826171875',b'782836',b'\x01\x01\x00\x02a',b'782141',b'782.836'
b'0.4281005859375',b'0.49853515625',b'0.55499267578125',b'0.51007080078125',b'0.68310546875',b'782935',b'\x01\x01\x00\x02a',b'783121',b'782.935'
b'0.424560546875',b'0.50311279296875',b'0.56243896484375',b'0.50030517578125',b'0.683349609375',b'783035',b'\x01\x01\x00\x02a',b'783121',b'783.035'
b'0.4119873046875',b'0.51544189453125',b'0.58062744140625',b'0.4769287109375',b'0.683837890625',b'783135',b'\x01\x01\x00\x02a',b'783121',b'783.135'
b'0.39111328125',b'0.5343017578125',b'0.607177734375',b'0.439208984375',b'0.6845703125',b'783235',b'\x01\x01\x00\x02a',b'783121',b'783.235'
b'0.3707275390625',b'0.54571533203125',b'0.6302490234375',b'0.4093017578125',b'0.68505859375',b'783335',b'\x01\x01\x00\x02a',b'783121',b'783.335'
b'0.36126708984375',b'0.54742431640625',b'0.641357421875',b'0.398193359375',b'0.685302734375',b'783435',b'\x01\x01\x00\x02a',b'783121',b'783.435'
b'0.3546142578125',b'0.54986572265625',b'0.64892578125',b'0.38836669921875',b'0.685791015625',b'783534',b'\x01\x01\x00\x02a',b'783121',b'783.534'
b'0.3533935546875',b'0.55059814453125',b'0.65087890625',b'0.3851318359375',b'0.686279296875',b'783634',b'\x01\x01\x00\x02a',b'783121',b'783.634'
b'0.35504150390625',b'0.55023193359375',b'0.6488037109375',b'0.3875732421875',b'0.6865234375',b'783734',b'\x01\x01\x00\x02a',b'783121',b'783.734'
b'0.3565673828125',b'0.54779052734375',b'0.6484375',b'0.39031982421875',b'0.687744140625',b'784033',b'\x01\x01\x00\x02a',b'784100',b'784.033'
b'0.35546875',b'0.550537109375',b'0.6480712890625',b'0.38800048828125',b'0.68701171875',b'783834',b'\x01\x01\x00\x02a',b'784100',b'783.834'
b'0.35711669921875',b'0.547607421875',b'0.64752197265625',b'0.39154052734375',b'0.68798828125',b'784133',b'\x01\x01\x00\x02a',b'784100',b'784.133'
b'0.35791015625',b'0.54718017578125',b'0.64697265625',b'0.39227294921875',b'0.6884765625',b'784233',b'\x01\x01\x00\x02a',b'784100',b'784.233'
b'0.3582763671875',b'0.5469970703125',b'0.64691162109375',b'0.39239501953125',b'0.688720703125',b'784333',b'\x01\x01\x00\x02a',b'784100',b'784.333'
b'0.35760498046875',b'0.5472412109375',b'0.646728515625',b'0.3929443359375',b'0.689453125',b'784532',b'\x01\x01\x00\x02a',b'784100',b'784.532'
b'0.35784912109375',b'0.547119140625',b'0.6468505859375',b'0.39263916015625',b'0.689208984375',b'784432',b'\x01\x01\x00\x02a',b'784100',b'784.432'
b'0.3572998046875',b'0.54718017578125',b'0.64678955078125',b'0.3931884765625',b'0.68994140625',b'784632',b'\x01\x01\x00\x02a',b'784100',b'784.632'
b'0.3572998046875',b'0.546875',b'0.64727783203125',b'0.392822265625',b'0.690185546875',b'784732',b'\x01\x01\x00\x02a',b'784100',b'784.732'
b'0.3572998046875',b'0.54669189453125',b'0.64715576171875',b'0.39324951171875',b'0.690673828125',b'784832',b'\x01\x01\x00\x02a',b'784100',b'784.832'
