quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946685152.953'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946685152.953'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946685152.953'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946685152.953'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946685153.453'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946685153.453'
b'-0.5838623046875',b'0.26531982421875',b'0.71636962890625',b'0.27471923828125',b'3.1416015625',b'8894',b'',b'0',b'946685162.347'
b'-0.58392333984375',b'0.26531982421875',b'0.7164306640625',b'0.274658203125',b'3.1416015625',b'8994',b'',b'0',b'946685162.447'
b'-0.58392333984375',b'0.2652587890625',b'0.7164306640625',b'0.274658203125',b'3.1416015625',b'9193',b'',b'0',b'946685162.146'
b'-0.5838623046875',b'0.2652587890625',b'0.71649169921875',b'0.274658203125',b'3.1416015625',b'9293',b'',b'0',b'946685162.246'
b'-0.5838623046875',b'0.26519775390625',b'0.71649169921875',b'0.274658203125',b'3.1416015625',b'9393',b'',b'0',b'946685162.346'
