blink_data,blink_tick_ms,epoch
0.0,-0.099,1150763740.359901
0.0,-0.098,1150763740.359902
0.0,-0.097,1150763740.359903
0.0,-0.096,1150763740.359904
0.0,-0.095,1150763740.359905
0.0,-0.094,1150763740.359906
0.0,-0.093,1150763740.359907
0.0,-0.092,1150763740.359908
0.0,-0.091,1150763740.359909
0.0,-0.09,1150763740.35991
0.0,-0.089,1150763740.359911
0.0,-0.088,1150763740.359912
0.0,-0.08700000000000001,1150763740.359913
0.0,-0.08600000000000001,1150763740.359914
0.0,-0.085,1150763740.359915
0.0,-0.084,1150763740.359916
0.0,-0.083,1150763740.359917
0.0,-0.082,1150763740.359918
0.0,-0.081,1150763740.359919
0.0,-0.08,1150763740.35992
0.0,-0.079,1150763740.359921
0.0,-0.078,1150763740.359922
0.0,-0.077,1150763740.359923
0.0,-0.076,1150763740.359924
0.0,-0.075,1150763740.359925
0.0,-0.074,1150763740.359926
0.0,-0.073,1150763740.359927
0.0,-0.07200000000000001,1150763740.359928
0.0,-0.07100000000000001,1150763740.359929
0.0,-0.07,1150763740.35993
0.0,-0.069,1150763740.359931
0.0,-0.068,1150763740.359932
0.0,-0.067,1150763740.359933
0.0,-0.066,1150763740.359934
0.0,-0.065,1150763740.359935
0.0,-0.064,1150763740.359936
0.0,-0.063,1150763740.359937
0.0,-0.062,1150763740.359938
0.0,-0.061,1150763740.359939
0.0,-0.06,1150763740.35994
0.0,-0.059000000000000004,1150763740.359941
0.0,-0.058,1150763740.359942
0.0,-0.057,1150763740.359943
0.0,-0.056,1150763740.359944
0.0,-0.055,1150763740.359945
0.0,-0.054,1150763740.359946
0.0,-0.053,1150763740.359947
0.0,-0.052000000000000005,1150763740.359948
0.0,-0.051000000000000004,1150763740.359949
0.0,-0.05,1150763740.35995
0.0,-0.049,1150763740.359951
0.0,-0.048,1150763740.359952
0.0,-0.047,1150763740.359953
0.0,-0.046,1150763740.359954
0.0,-0.045,1150763740.359955
0.0,-0.044,1150763740.359956
0.0,-0.043000000000000003,1150763740.359957
0.0,-0.042,1150763740.359958
0.0,-0.041,1150763740.359959
0.0,-0.04,1150763740.35996
0.0,-0.039,1150763740.359961
0.0,-0.038,1150763740.359962
0.0,-0.037,1150763740.359963
0.0,-0.036000000000000004,1150763740.359964
0.0,-0.035,1150763740.359965
0.0,-0.034,1150763740.359966
0.0,-0.033,1150763740.359967
0.0,-0.032,1150763740.359968
0.0,-0.031,1150763740.359969
0.0,-0.03,1150763740.35997
0.0,-0.029,1150763740.359971
0.0,-0.028,1150763740.359972
0.0,-0.027,1150763740.359973
0.0,-0.026000000000000002,1150763740.359974
0.0,-0.025,1150763740.359975
0.0,-0.024,1150763740.359976
0.0,-0.023,1150763740.359977
0.0,-0.022,1150763740.359978
0.0,-0.021,1150763740.359979
0.0,-0.02,1150763740.35998
0.0,-0.019,1150763740.359981
0.0,-0.018000000000000002,1150763740.359982
0.0,-0.017,1150763740.359983
0.0,-0.016,1150763740.359984
0.0,-0.015,1150763740.359985
0.0,-0.014,1150763740.359986
0.0,-0.013000000000000001,1150763740.359987
0.0,-0.012,1150763740.359988
0.0,-0.011,1150763740.359989
0.0,-0.01,1150763740.35999
0.0,-0.009000000000000001,1150763740.359991
0.0,-0.008,1150763740.359992
0.0,-0.007,1150763740.359993
0.0,-0.006,1150763740.359994
0.0,-0.005,1150763740.359995
0.0,-0.004,1150763740.359996
0.0,-0.003,1150763740.359997
0.0,-0.002,1150763740.359998
0.0,-0.001,1150763740.359999
0.0,0.0,1150763740.36
