temple_temp,temple_therm,temple_tick_ms,nose_temp,nose_therm,nose_tick_ms,nose_epoch,temple_epoch
0.0,3748.0,67097392.0,4017.0,1721.0,67097342.0,946766938.186,946766938.236
0.0,3747.0,67097492.0,4017.0,1720.0,67097442.0,946766938.286,946766938.336
0.0,3748.0,67097592.0,4017.0,1719.0,67097542.0,946766938.386,946766938.436
0.0,3747.0,67097692.0,4017.0,1720.0,67097642.0,946766938.486,946766938.536
0.0,3749.0,67097892.0,4016.0,1719.0,67097842.0,946766938.686,946766938.736
0.0,3748.0,67097992.0,4017.0,1719.0,67097942.0,946766938.786,946766938.836
0.0,3749.0,67098092.0,4018.0,1719.0,67098042.0,946766938.886,946766938.936
0.0,3747.0,67098192.0,4016.0,1720.0,67098142.0,946766938.986,946766939.036
0.0,3747.0,67098292.0,4017.0,1718.0,67098242.0,946766939.086,946766939.136
0.0,3724.0,67127392.0,4019.0,1727.0,67127342.0,946766967.549,946766967.599
0.0,3716.0,67127492.0,4018.0,1728.0,67127442.0,946766967.649,946766967.699
0.0,3749.0,67127892.0,4011.0,1728.0,67127842.0,946766968.549,946766968.599
0.0,3785.0,67128092.0,4014.0,1727.0,67128042.0,946766968.749,946766968.799
0.0,3746.0,67128292.0,4008.0,1727.0,67128242.0,946766968.949,946766968.999
0.0,3743.0,67128392.0,4016.0,1727.0,67128342.0,946766969.549,946766969.599
0.0,3741.0,67128492.0,4017.0,1729.0,67128442.0,946766969.649,946766969.699
0.0,3760.0,67128592.0,4017.0,1727.0,67128542.0,946766969.749,946766969.799
0.0,3747.0,67097792.0,4015.0,1721.0,67097742.0,946766938.586,946766938.636
0.0,3740.0,67128692.0,4028.0,1728.0,67128642.0,946766969.849,946766969.899
0.0,3794.0,67127992.0,4012.0,1728.0,67127942.0,946766968.649,946766968.699
0.0,3770.0,67128192.0,4014.0,1728.0,67128142.0,946766968.849,946766968.899
