temple_temp,temple_therm,temple_tick_ms,nose_temp,nose_therm,nose_tick_ms,nose_epoch,temple_epoch
0.0,3749.0,67048392.0,0.0,0.0,67048347.0,946766871.554,946766871.599
0.0,3749.0,67048492.0,3005.0,1750.0,67048442.0,946766871.649,946766871.699
0.0,3750.0,67048592.0,4017.0,1751.0,67048542.0,946766871.749,946766871.799
0.0,3746.0,67048692.0,4018.0,1750.0,67048642.0,946766871.849,946766871.899
0.0,3741.0,67048792.0,4019.0,1751.0,67048742.0,946766871.949,946766871.999
0.0,3733.0,67048892.0,4018.0,1750.0,67048842.0,946766871.549,946766871.599
0.0,3723.0,67048992.0,4018.0,1749.0,67048942.0,946766871.649,946766871.699
0.0,3719.0,67049092.0,4015.0,1751.0,67049042.0,946766871.749,946766871.799
0.0,3726.0,67049192.0,4013.0,1751.0,67049142.0,946766871.849,946766871.899
0.0,3747.0,67049292.0,4013.0,1751.0,67049242.0,946766871.949,946766871.999
0.0,3797.0,67052392.0,4015.0,1751.0,67052342.0,946766876.549,946766876.599
0.0,3779.0,67060892.0,4011.0,1748.0,67060842.0,946766886.549,946766886.599
0.0,3750.0,67061392.0,4015.0,1747.0,67061342.0,946766887.549,946766887.599
0.0,3749.0,67061492.0,4017.0,1749.0,67061442.0,946766887.649,946766887.699
0.0,3751.0,67061592.0,4021.0,1747.0,67061542.0,946766887.749,946766887.799
0.0,3754.0,67061692.0,4017.0,1748.0,67061642.0,946766887.849,946766887.899
0.0,3788.0,67061792.0,4018.0,1747.0,67061742.0,946766887.949,946766887.999
0.0,3752.0,67061892.0,4016.0,1747.0,67061842.0,946766887.549,946766887.599
0.0,3753.0,67061992.0,4019.0,1747.0,67061942.0,946766887.649,946766887.699
0.0,3746.0,67062092.0,4015.0,1748.0,67062042.0,946766887.749,946766887.799
0.0,3779.0,67049392.0,4012.0,1750.0,67049342.0,946766872.549,946766872.599
0.0,3746.0,67062292.0,4016.0,1747.0,67062242.0,946766887.949,946766887.999
