quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'-0.5098876953125',b'-0.55169677734375',b'-0.44036865234375',b'0.49163818359375',b'3.1416015625',b'415162',b'\x01\x01\x00\x02a',b'414737',b'946685308.305'
b'-0.51031494140625',b'-0.5517578125',b'-0.439697265625',b'0.49169921875',b'3.1416015625',b'415262',b'\x01\x01\x00\x02a',b'414737',b'946685308.405'
b'-0.50994873046875',b'-0.55291748046875',b'-0.4395751953125',b'0.490966796875',b'3.1416015625',b'415362',b'\x01\x01\x00\x02a',b'414737',b'946685308.505'
b'-0.509765625',b'-0.55389404296875',b'-0.439208984375',b'0.4903564453125',b'3.1416015625',b'415462',b'\x01\x01\x00\x02a',b'415716',b'946685308.605'
b'-0.51019287109375',b'-0.55499267578125',b'-0.43768310546875',b'0.489990234375',b'3.1416015625',b'415662',b'\x01\x01\x00\x02a',b'415716',b'946685309.305'
b'-0.50958251953125',b'-0.55462646484375',b'-0.4388427734375',b'0.49005126953125',b'3.1416015625',b'415562',b'\x01\x01\x00\x02a',b'415716',b'946685309.205'
b'-0.5108642578125',b'-0.554931640625',b'-0.437255859375',b'0.48980712890625',b'3.1416015625',b'415861',b'\x01\x01\x00\x02a',b'415716',b'946685309.504'
b'-0.5108642578125',b'-0.55438232421875',b'-0.43731689453125',b'0.49029541015625',b'3.1416015625',b'415961',b'\x01\x01\x00\x02a',b'415716',b'946685309.604'
b'-0.51123046875',b'-0.5537109375',b'-0.43701171875',b'0.490966796875',b'3.1416015625',b'416061',b'\x01\x01\x00\x02a',b'415716',b'946685309.704'
b'-0.51171875',b'-0.55303955078125',b'-0.43701171875',b'0.49127197265625',b'3.1416015625',b'416161',b'\x01\x01\x00\x02a',b'415716',b'946685310.304'
b'-0.511962890625',b'-0.5531005859375',b'-0.4366455078125',b'0.49114990234375',b'3.1416015625',b'416260',b'\x01\x01\x00\x02a',b'415716',b'946685310.403'
b'-0.512451171875',b'-0.55279541015625',b'-0.43634033203125',b'0.49139404296875',b'3.1416015625',b'416360',b'\x01\x01\x00\x02a',b'415716',b'946685310.503'
b'-0.5130615234375',b'-0.55206298828125',b'-0.436279296875',b'0.49151611328125',b'3.1416015625',b'416460',b'\x01\x01\x00\x02a',b'415716',b'946685310.603'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946684894.143'
b'-0.5135498046875',b'-0.55157470703125',b'-0.43603515625',b'0.4918212890625',b'3.1416015625',b'416560',b'\x01\x01\x00\x02a',b'416695',b'946685310.203'
b'-0.51416015625',b'-0.551025390625',b'-0.43585205078125',b'0.49200439453125',b'3.1416015625',b'416660',b'\x01\x01\x00\x02a',b'416695',b'946685310.303'
b'-0.5146484375',b'-0.55084228515625',b'-0.4354248046875',b'0.4920654296875',b'3.1416015625',b'416760',b'\x01\x01\x00\x02a',b'416695',b'946685310.403'
b'-0.514892578125',b'-0.5509033203125',b'-0.4349365234375',b'0.4921875',b'3.1416015625',b'416860',b'\x01\x01\x00\x02a',b'416695',b'946685310.503'
b'-0.51513671875',b'-0.55059814453125',b'-0.43438720703125',b'0.49273681640625',b'3.1416015625',b'416959',b'\x01\x01\x00\x02a',b'416695',b'946685310.602'
b'-0.515625',b'-0.54998779296875',b'-0.43389892578125',b'0.49334716796875',b'3.1416015625',b'417059',b'\x01\x01\x00\x02a',b'416695',b'946685311.202'
b'-0.51556396484375',b'-0.5499267578125',b'-0.4339599609375',b'0.493408203125',b'3.1416015625',b'417158',b'\x01\x01\x00\x02a',b'416695',b'946685311.301'
b'-0.51568603515625',b'-0.54986572265625',b'-0.4334716796875',b'0.49371337890625',b'3.1416015625',b'417259',b'\x01\x01\x00\x02a',b'416695',b'946685311.402'
b'-0.515869140625',b'-0.55010986328125',b'-0.43267822265625',b'0.4940185546875',b'3.1416015625',b'417359',b'\x01\x01\x00\x02a',b'416695',b'946685311.502'
b'-0.51593017578125',b'-0.55035400390625',b'-0.43212890625',b'0.494140625',b'3.1416015625',b'417458',b'\x01\x01\x00\x02a',b'417674',b'946685311.101'
b'-0.51605224609375',b'-0.55029296875',b'-0.431884765625',b'0.49432373046875',b'3.1416015625',b'417558',b'\x01\x01\x00\x02a',b'417674',b'946685311.201'
b'-0.51605224609375',b'-0.55029296875',b'-0.4315185546875',b'0.49462890625',b'3.1416015625',b'417658',b'\x01\x01\x00\x02a',b'417674',b'946685311.301'
b'-0.516357421875',b'-0.5498046875',b'-0.4306640625',b'0.49560546875',b'3.1416015625',b'417758',b'\x01\x01\x00\x02a',b'417674',b'946685311.401'
b'-0.51654052734375',b'-0.54925537109375',b'-0.42999267578125',b'0.49658203125',b'3.1416015625',b'417857',b'\x01\x01\x00\x02a',b'417674',b'946685311.5'
b'-0.51666259765625',b'-0.5489501953125',b'-0.4298095703125',b'0.49700927734375',b'3.1416015625',b'417957',b'\x01\x01\x00\x02a',b'417674',b'946685312.1'
b'-0.51654052734375',b'-0.549072265625',b'-0.4298095703125',b'0.4969482421875',b'3.1416015625',b'418057',b'\x01\x01\x00\x02a',b'417674',b'946685312.2'
b'-0.5166015625',b'-0.54901123046875',b'-0.42987060546875',b'0.49688720703125',b'3.1416015625',b'418257',b'\x01\x01\x00\x02a',b'417674',b'946685312.4'
b'-0.5164794921875',b'-0.5489501953125',b'-0.42999267578125',b'0.4969482421875',b'3.1416015625',b'418157',b'\x01\x01\x00\x02a',b'417674',b'946685312.3'
b'-0.51666259765625',b'-0.54913330078125',b'-0.42974853515625',b'0.496826171875',b'3.1416015625',b'418357',b'\x01\x01\x00\x02a',b'417674',b'946685312.5'
b'-0.5166015625',b'-0.5491943359375',b'-0.42987060546875',b'0.4967041015625',b'3.1416015625',b'418456',b'\x01\x01\x00\x02a',b'418653',b'946685313.099'
b'-0.5167236328125',b'-0.5494384765625',b'-0.4295654296875',b'0.49664306640625',b'3.1416015625',b'418556',b'\x01\x01\x00\x02a',b'418653',b'946685313.199'
b'-0.51678466796875',b'-0.54937744140625',b'-0.4290771484375',b'0.4969482421875',b'3.1416015625',b'418656',b'\x01\x01\x00\x02a',b'418653',b'946685313.299'
b'-0.5172119140625',b'-0.54876708984375',b'-0.428955078125',b'0.497314453125',b'3.1416015625',b'418755',b'\x01\x01\x00\x02a',b'418653',b'946685313.398'
b'-0.51702880859375',b'-0.548828125',b'-0.42864990234375',b'0.49774169921875',b'3.1416015625',b'418856',b'\x01\x01\x00\x02a',b'418653',b'946685313.499'
b'-0.51666259765625',b'-0.54925537109375',b'-0.42864990234375',b'0.4976806640625',b'3.1416015625',b'419055',b'\x01\x01\x00\x02a',b'418653',b'946685313.198'
b'-0.51678466796875',b'-0.5498046875',b'-0.42742919921875',b'0.49798583984375',b'3.1416015625',b'419255',b'\x01\x01\x00\x02a',b'418653',b'946685313.398'
b'-0.51123046875',b'-0.55712890625',b'-0.42095947265625',b'0.50103759765625',b'3.1416015625',b'419454',b'\x01\x01\x00\x02a',b'419640',b'946685313.597'
b'-0.51611328125',b'-0.55126953125',b'-0.4259033203125',b'0.49835205078125',b'3.1416015625',b'419354',b'\x01\x01\x00\x02a',b'418653',b'946685313.497'
b'-0.500732421875',b'-0.56939697265625',b'-0.40948486328125',b'0.50732421875',b'3.1416015625',b'419554',b'\x01\x01\x00\x02a',b'419640',b'946685314.197'
b'-0.49395751953125',b'-0.57879638671875',b'-0.3963623046875',b'0.513671875',b'3.1416015625',b'419654',b'\x01\x01\x00\x02a',b'419640',b'946685314.297'
b'-0.4923095703125',b'-0.5833740234375',b'-0.3837890625',b'0.5196533203125',b'3.1416015625',b'419753',b'\x01\x01\x00\x02a',b'419640',b'946685314.396'
b'-0.49169921875',b'-0.5843505859375',b'-0.37664794921875',b'0.5242919921875',b'3.1416015625',b'419853',b'\x01\x01\x00\x02a',b'419640',b'946685314.496'
b'-0.49530029296875',b'-0.58087158203125',b'-0.3780517578125',b'0.52374267578125',b'3.1416015625',b'419954',b'\x01\x01\x00\x02a',b'419640',b'946685314.597'
b'-0.5030517578125',b'-0.57293701171875',b'-0.385986328125',b'0.519287109375',b'3.1416015625',b'420053',b'\x01\x01\x00\x02a',b'419640',b'946685315.196'
b'-0.50750732421875',b'-0.5667724609375',b'-0.39398193359375',b'0.5157470703125',b'3.1416015625',b'420153',b'\x01\x01\x00\x02a',b'419640',b'946685315.296'
b'-0.5037841796875',b'-0.5689697265625',b'-0.393310546875',b'0.5174560546875',b'3.1416015625',b'420252',b'\x01\x01\x00\x02a',b'419640',b'946685315.395'
b'-0.4906005859375',b'-0.58099365234375',b'-0.37347412109375',b'0.53131103515625',b'3.1416015625',b'420452',b'\x01\x01\x00\x02a',b'420627',b'946685315.595'
b'-0.49664306640625',b'-0.57574462890625',b'-0.384521484375',b'0.5234375',b'3.1416015625',b'420353',b'\x01\x01\x00\x02a',b'419640',b'946685315.496'
b'-0.48590087890625',b'-0.58343505859375',b'-0.3653564453125',b'0.5384521484375',b'3.1416015625',b'420552',b'\x01\x01\x00\x02a',b'420627',b'946685315.195'
b'-0.487060546875',b'-0.58050537109375',b'-0.3604736328125',b'0.54388427734375',b'3.1416015625',b'420652',b'\x01\x01\x00\x02a',b'420627',b'946685315.295'
b'-0.4891357421875',b'-0.57635498046875',b'-0.35595703125',b'0.5494384765625',b'3.1416015625',b'420752',b'\x01\x01\x00\x02a',b'420627',b'946685315.395'
b'-0.49151611328125',b'-0.57440185546875',b'-0.35076904296875',b'0.55267333984375',b'3.1416015625',b'420851',b'\x01\x01\x00\x02a',b'420627',b'946685315.494'
b'-0.49420166015625',b'-0.57452392578125',b'-0.34674072265625',b'0.55267333984375',b'3.1416015625',b'421250',b'\x01\x01\x00\x02a',b'420627',b'946685316.393'
b'-0.494384765625',b'-0.57427978515625',b'-0.34771728515625',b'0.55218505859375',b'3.1416015625',b'421350',b'\x01\x01\x00\x02a',b'421607',b'946685316.493'
b'-0.4951171875',b'-0.5738525390625',b'-0.34796142578125',b'0.55181884765625',b'3.1416015625',b'421450',b'\x01\x01\x00\x02a',b'421607',b'946685316.093'
b'-0.4954833984375',b'-0.57379150390625',b'-0.34735107421875',b'0.55194091796875',b'3.1416015625',b'421550',b'\x01\x01\x00\x02a',b'421607',b'946685316.193'
b'-0.49542236328125',b'-0.57415771484375',b'-0.347900390625',b'0.55120849609375',b'3.1416015625',b'421650',b'\x01\x01\x00\x02a',b'421607',b'946685316.293'
b'-0.49505615234375',b'-0.5751953125',b'-0.348388671875',b'0.5501708984375',b'3.1416015625',b'421749',b'\x01\x01\x00\x02a',b'421607',b'946685316.392'
b'-0.49468994140625',b'-0.5760498046875',b'-0.34869384765625',b'0.54937744140625',b'3.1416015625',b'421850',b'\x01\x01\x00\x02a',b'421607',b'946685316.493'
b'-0.4945068359375',b'-0.57611083984375',b'-0.349365234375',b'0.549072265625',b'3.1416015625',b'421949',b'\x01\x01\x00\x02a',b'421607',b'946685317.092'
b'-0.4945068359375',b'-0.57550048828125',b'-0.35003662109375',b'0.54931640625',b'3.1416015625',b'422049',b'\x01\x01\x00\x02a',b'421607',b'946685317.192'
b'-0.49462890625',b'-0.57537841796875',b'-0.3497314453125',b'0.54949951171875',b'3.1416015625',b'422448',b'\x01\x01\x00\x02a',b'422585',b'946685317.591'
b'-0.49444580078125',b'-0.57537841796875',b'-0.3504638671875',b'0.5491943359375',b'3.1416015625',b'422748',b'\x01\x01\x00\x02a',b'422585',b'946685318.391'
b'-0.49444580078125',b'-0.5753173828125',b'-0.35064697265625',b'0.54913330078125',b'3.1416015625',b'422847',b'\x01\x01\x00\x02a',b'422585',b'946685318.49'
b'-0.4947509765625',b'-0.57537841796875',b'-0.3504638671875',b'0.54901123046875',b'3.1416015625',b'422947',b'\x01\x01\x00\x02a',b'422585',b'946685318.59'
b'-0.49462890625',b'-0.57574462890625',b'-0.35009765625',b'0.54888916015625',b'3.1416015625',b'423048',b'\x01\x01\x00\x02a',b'422585',b'946685318.191'
b'-0.49481201171875',b'-0.575927734375',b'-0.34954833984375',b'0.54888916015625',b'3.1416015625',b'423247',b'\x01\x01\x00\x02a',b'422585',b'946685318.39'
b'-0.4952392578125',b'-0.57623291015625',b'-0.35101318359375',b'0.54730224609375',b'3.1416015625',b'423746',b'\x01\x01\x00\x02a',b'423564',b'946685319.389'
b'-0.4957275390625',b'-0.57562255859375',b'-0.35186767578125',b'0.54693603515625',b'3.1416015625',b'423846',b'\x01\x01\x00\x02a',b'423564',b'946685319.489'
b'-0.49591064453125',b'-0.5753173828125',b'-0.3529052734375',b'0.54638671875',b'3.1416015625',b'423945',b'\x01\x01\x00\x02a',b'423564',b'946685319.588'
b'-0.49627685546875',b'-0.5758056640625',b'-0.3533935546875',b'0.5452880859375',b'3.1416015625',b'424145',b'\x01\x01\x00\x02a',b'423564',b'946685319.288'
b'-0.49700927734375',b'-0.5751953125',b'-0.35235595703125',b'0.5458984375',b'3.1416015625',b'424344',b'\x01\x01\x00\x02a',b'424544',b'946685319.487'
b'-0.497802734375',b'-0.57415771484375',b'-0.354248046875',b'0.5450439453125',b'3.1416015625',b'424744',b'\x01\x01\x00\x02a',b'424544',b'946685320.387'
b'-0.49798583984375',b'-0.57403564453125',b'-0.354736328125',b'0.544677734375',b'3.1416015625',b'424843',b'\x01\x01\x00\x02a',b'424544',b'946685320.486'
b'-0.4981689453125',b'-0.573974609375',b'-0.355224609375',b'0.544189453125',b'3.1416015625',b'424944',b'\x01\x01\x00\x02a',b'424544',b'946685321.087'
b'-0.498291015625',b'-0.5726318359375',b'-0.3568115234375',b'0.54449462890625',b'3.1416015625',b'425143',b'\x01\x01\x00\x02a',b'424544',b'946685321.286'
b'0.04461669921875',b'0.35968017578125',b'0.03179931640625',b'0.93145751953125',b'3.1416015625',b'444006',b'\x12\n\x00\x1a.',b'444162',b'946685344.149'
b'0.0474853515625',b'0.36590576171875',b'0.0323486328125',b'0.92889404296875',b'3.1416015625',b'444305',b'\x12\n\x00\x1a.',b'444162',b'946685344.448'
b'0.0445556640625',b'0.36212158203125',b'0.03216552734375',b'0.9305419921875',b'3.1416015625',b'444106',b'\x12\n\x00\x1a.',b'444162',b'946685344.249'
b'0.045654296875',b'0.36944580078125',b'0.03326416015625',b'0.92755126953125',b'3.1416015625',b'444405',b'\x12\n\x00\x1a.',b'444162',b'946685344.548'
b'0.0391845703125',b'0.36834716796875',b'0.03204345703125',b'0.92828369140625',b'3.1416015625',b'444505',b'\x12\n\x00\x1a.',b'444162',b'946685344.648'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946684802.55'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946684802.55'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946684802.55'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946684802.55'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946684803.05'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946684802.55'
b'0.69158935546875',b'-0.2725830078125',b'0.57293701171875',b'0.34515380859375',b'3.1416015625',b'15850',b'',b'0',b'946684818.9'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946684803.05'
b'0.6890869140625',b'-0.2760009765625',b'0.57598876953125',b'0.34234619140625',b'3.1416015625',b'15951',b'',b'0',b'946684819.001'
b'0.69219970703125',b'-0.27215576171875',b'0.59478759765625',b'0.3050537109375',b'3.1416015625',b'16050',b'',b'0',b'946684819.1'
b'0.70269775390625',b'-0.2255859375',b'0.6483154296875',b'0.187255859375',b'3.1416015625',b'16149',b'',b'0',b'946684819.699'
b'0.70745849609375',b'-0.1693115234375',b'0.67852783203125',b'0.10198974609375',b'3.1416015625',b'16249',b'',b'0',b'946684819.799'
b'0.71044921875',b'-0.14599609375',b'0.68450927734375',b'0.0732421875',b'3.1416015625',b'16349',b'',b'0',b'946684819.899'
b'0.7147216796875',b'-0.1588134765625',b'0.6749267578125',b'0.09185791015625',b'3.1416015625',b'16449',b'',b'0',b'946684819.999'
b'0.7088623046875',b'-0.2210693359375',b'0.64349365234375',b'0.18585205078125',b'3.1416015625',b'16549',b'[\x02\x00\x03\x04',b'16776',b'946684820.099'
b'0.66650390625',b'-0.3311767578125',b'0.5869140625',b'0.31884765625',b'3.1416015625',b'16749',b'[\x02\x00\x03\x04',b'16776',b'946684819.799'
b'0.68597412109375',b'-0.29644775390625',b'0.6036376953125',b'0.27783203125',b'3.1416015625',b'16649',b'[\x02\x00\x03\x04',b'16776',b'946684819.699'
b'0.659423828125',b'-0.3372802734375',b'0.58160400390625',b'0.33642578125',b'3.1416015625',b'16848',b'[\x02\x00\x03\x04',b'16776',b'946684819.898'
b'0.65008544921875',b'-0.3387451171875',b'0.58355712890625',b'0.34954833984375',b'3.1416015625',b'16948',b'[\x02\x00\x03\x04',b'16776',b'946684819.998'
b'0.644287109375',b'-0.33734130859375',b'0.584716796875',b'0.3594970703125',b'3.1416015625',b'17048',b'[\x02\x00\x03\x04',b'16776',b'946684820.098'
b'0.6448974609375',b'-0.33038330078125',b'0.583984375',b'0.365966796875',b'3.1416015625',b'17148',b'[\x02\x00\x03\x04',b'16776',b'946684820.698'
b'0.6453857421875',b'-0.328369140625',b'0.58258056640625',b'0.36907958984375',b'3.1416015625',b'17247',b'[\x02\x00\x03\x04',b'16776',b'946684820.797'
b'0.64825439453125',b'-0.33087158203125',b'0.5789794921875',b'0.3675537109375',b'3.1416015625',b'17347',b'[\x02\x00\x03\x04',b'16776',b'946684820.897'
b'0.650390625',b'-0.328125',b'0.57928466796875',b'0.3656005859375',b'3.1416015625',b'17447',b'[\x02\x00\x03\x04',b'16776',b'946684820.997'
b'0.65032958984375',b'-0.3240966796875',b'0.58319091796875',b'0.36322021484375',b'3.1416015625',b'17547',b'M\x02\x00\x06\x0f',b'17752',b'946684821.097'
b'0.68939208984375',b'-0.25006103515625',b'0.615966796875',b'0.28778076171875',b'3.1416015625',b'17646',b'M\x02\x00\x06\x0f',b'17752',b'946684821.696'
b'0.73480224609375',b'-0.10870361328125',b'0.6475830078125',b'0.16998291015625',b'3.1416015625',b'17746',b'M\x02\x00\x06\x0f',b'17752',b'946684821.796'
b'0.751220703125',b'-0.02752685546875',b'0.64959716796875',b'0.11358642578125',b'3.1416015625',b'17847',b'M\x02\x00\x06\x0f',b'17752',b'946684821.897'
b'0.75604248046875',b'0.00799560546875',b'0.64654541015625',b'0.10150146484375',b'3.1416015625',b'17946',b'M\x02\x00\x06\x0f',b'17752',b'946684821.996'
b'0.75970458984375',b'0.022216796875',b'0.642333984375',b'0.09893798828125',b'3.1416015625',b'18046',b'M\x02\x00\x06\x0f',b'17752',b'946684822.096'
b'0.75885009765625',b'0.02813720703125',b'0.64263916015625',b'0.10150146484375',b'3.1416015625',b'18145',b'M\x02\x00\x06\x0f',b'17752',b'946684821.695'
b'0.75958251953125',b'0.02984619140625',b'0.64154052734375',b'0.10284423828125',b'3.1416015625',b'18345',b'M\x02\x00\x06\x0f',b'17752',b'946684821.895'
b'0.7618408203125',b'0.0302734375',b'0.639404296875',b'0.09930419921875',b'3.1416015625',b'18445',b'7\x04\x00\x06#',b'18732',b'946684821.995'
b'0.76165771484375',b'0.03094482421875',b'0.63970947265625',b'0.09820556640625',b'3.1416015625',b'18545',b'7\x04\x00\x06#',b'18732',b'946684822.095'
b'0.7589111328125',b'0.02874755859375',b'0.6422119140625',b'0.1038818359375',b'3.1416015625',b'18246',b'M\x02\x00\x06\x0f',b'17752',b'946684821.796'
b'0.7615966796875',b'0.02899169921875',b'0.64031982421875',b'0.09576416015625',b'3.1416015625',b'18645',b'7\x04\x00\x06#',b'18732',b'946684822.695'
b'0.76190185546875',b'0.025146484375',b'0.64031982421875',b'0.09423828125',b'3.1416015625',b'18745',b'7\x04\x00\x06#',b'18732',b'946684822.795'
b'0.762939453125',b'0.01678466796875',b'0.63946533203125',b'0.09326171875',b'3.1416015625',b'19144',b'7\x04\x00\x06#',b'18732',b'946684823.194'
b'0.761962890625',b'0.01849365234375',b'0.6405029296875',b'0.09417724609375',b'3.1416015625',b'18944',b'7\x04\x00\x06#',b'18732',b'946684822.994'
b'0.76202392578125',b'0.0169677734375',b'0.6405029296875',b'0.09368896484375',b'3.1416015625',b'19044',b'7\x04\x00\x06#',b'18732',b'946684823.094'
b'0.76361083984375',b'0.01593017578125',b'0.6385498046875',b'0.09417724609375',b'3.1416015625',b'19243',b'7\x04\x00\x06#',b'18732',b'946684822.793'
b'0.76422119140625',b'0.015380859375',b'0.63775634765625',b'0.0950927734375',b'3.1416015625',b'19344',b'7\x04\x00\x06#',b'18732',b'946684822.894'
b'0.76470947265625',b'0.0145263671875',b'0.63677978515625',b'0.09759521484375',b'3.1416015625',b'19443',b'7\x04\x00\x06#',b'18732',b'946684822.993'
b'0.7646484375',b'-0.00238037109375',b'0.63458251953125',b'0.11236572265625',b'3.1416015625',b'19543',b'\x1e\x04\x00\x06<',b'19710',b'946684823.093'
b'0.76123046875',b'-0.07415771484375',b'0.62042236328125',b'0.1737060546875',b'3.1416015625',b'19642',b'\x1e\x04\x00\x06<',b'19710',b'946684823.192'
b'0.74005126953125',b'-0.17919921875',b'0.5931396484375',b'0.261474609375',b'3.1416015625',b'19743',b'\x1e\x04\x00\x06<',b'19710',b'946684823.793'
