blink_data,blink_tick_ms,epoch
0.0,-0.099,1149062031.583901
0.0,-0.098,1149062031.583902
0.0,-0.097,1149062031.583903
0.0,-0.096,1149062031.583904
0.0,-0.095,1149062031.583905
0.0,-0.094,1149062031.583906
0.0,-0.093,1149062031.583907
0.0,-0.092,1149062031.583908
0.0,-0.091,1149062031.583909
0.0,-0.09,1149062031.58391
0.0,-0.089,1149062031.583911
0.0,-0.088,1149062031.583912
0.0,-0.08700000000000001,1149062031.583913
0.0,-0.08600000000000001,1149062031.583914
0.0,-0.085,1149062031.583915
0.0,-0.084,1149062031.583916
0.0,-0.083,1149062031.583917
0.0,-0.082,1149062031.583918
0.0,-0.081,1149062031.583919
0.0,-0.08,1149062031.58392
0.0,-0.079,1149062031.583921
0.0,-0.078,1149062031.583922
0.0,-0.077,1149062031.583923
0.0,-0.076,1149062031.583924
0.0,-0.075,1149062031.583925
0.0,-0.074,1149062031.583926
0.0,-0.073,1149062031.583927
0.0,-0.07200000000000001,1149062031.583928
0.0,-0.07100000000000001,1149062031.583929
0.0,-0.07,1149062031.58393
0.0,-0.069,1149062031.583931
0.0,-0.068,1149062031.583932
0.0,-0.067,1149062031.583933
0.0,-0.066,1149062031.583934
0.0,-0.065,1149062031.583935
0.0,-0.064,1149062031.583936
0.0,-0.063,1149062031.583937
0.0,-0.062,1149062031.583938
0.0,-0.061,1149062031.583939
0.0,-0.06,1149062031.58394
0.0,-0.059000000000000004,1149062031.583941
0.0,-0.058,1149062031.583942
0.0,-0.057,1149062031.583943
0.0,-0.056,1149062031.583944
0.0,-0.055,1149062031.583945
0.0,-0.054,1149062031.583946
0.0,-0.053,1149062031.583947
0.0,-0.052000000000000005,1149062031.583948
0.0,-0.051000000000000004,1149062031.583949
0.0,-0.05,1149062031.58395
0.0,-0.049,1149062031.583951
0.0,-0.048,1149062031.583952
0.0,-0.047,1149062031.583953
0.0,-0.046,1149062031.583954
0.0,-0.045,1149062031.583955
0.0,-0.044,1149062031.583956
0.0,-0.043000000000000003,1149062031.583957
0.0,-0.042,1149062031.583958
0.0,-0.041,1149062031.583959
0.0,-0.04,1149062031.58396
0.0,-0.039,1149062031.583961
0.0,-0.038,1149062031.583962
0.0,-0.037,1149062031.583963
0.0,-0.036000000000000004,1149062031.583964
0.0,-0.035,1149062031.583965
0.0,-0.034,1149062031.583966
0.0,-0.033,1149062031.583967
0.0,-0.032,1149062031.583968
0.0,-0.031,1149062031.583969
0.0,-0.03,1149062031.58397
0.0,-0.029,1149062031.583971
0.0,-0.028,1149062031.583972
0.0,-0.027,1149062031.583973
0.0,-0.026000000000000002,1149062031.583974
0.0,-0.025,1149062031.583975
0.0,-0.024,1149062031.583976
0.0,-0.023,1149062031.583977
0.0,-0.022,1149062031.583978
0.0,-0.021,1149062031.583979
0.0,-0.02,1149062031.58398
0.0,-0.019,1149062031.583981
0.0,-0.018000000000000002,1149062031.583982
0.0,-0.017,1149062031.583983
0.0,-0.016,1149062031.583984
0.0,-0.015,1149062031.583985
0.0,-0.014,1149062031.583986
0.0,-0.013000000000000001,1149062031.583987
0.0,-0.012,1149062031.583988
0.0,-0.011,1149062031.583989
0.0,-0.01,1149062031.58399
0.0,-0.009000000000000001,1149062031.583991
0.0,-0.008,1149062031.583992
0.0,-0.007,1149062031.583993
0.0,-0.006,1149062031.583994
0.0,-0.005,1149062031.583995
0.0,-0.004,1149062031.583996
0.0,-0.003,1149062031.583997
0.0,-0.002,1149062031.583998
0.0,-0.001,1149062031.583999
0.0,0.0,1149062031.584
0.0,-0.099,1149048662.239901
0.0,-0.098,1149048662.239902
0.0,-0.097,1149048662.239903
0.0,-0.096,1149048662.239904
0.0,-0.095,1149048662.239905
0.0,-0.094,1149048662.239906
0.0,-0.093,1149048662.239907
0.0,-0.092,1149048662.239908
0.0,-0.091,1149048662.239909
0.0,-0.09,1149048662.23991
0.0,-0.089,1149048662.239911
0.0,-0.088,1149048662.239912
0.0,-0.08700000000000001,1149048662.239913
0.0,-0.08600000000000001,1149048662.239914
0.0,-0.085,1149048662.239915
0.0,-0.084,1149048662.239916
0.0,-0.083,1149048662.239917
0.0,-0.082,1149048662.239918
0.0,-0.081,1149048662.239919
0.0,-0.08,1149048662.23992
0.0,-0.079,1149048662.239921
0.0,-0.078,1149048662.239922
0.0,-0.077,1149048662.239923
0.0,-0.076,1149048662.239924
0.0,-0.075,1149048662.239925
0.0,-0.074,1149048662.239926
0.0,-0.073,1149048662.239927
0.0,-0.07200000000000001,1149048662.239928
0.0,-0.07100000000000001,1149048662.239929
0.0,-0.07,1149048662.23993
0.0,-0.069,1149048662.239931
0.0,-0.068,1149048662.239932
0.0,-0.067,1149048662.239933
0.0,-0.066,1149048662.239934
0.0,-0.065,1149048662.239935
0.0,-0.064,1149048662.239936
0.0,-0.063,1149048662.239937
0.0,-0.062,1149048662.239938
0.0,-0.061,1149048662.239939
0.0,-0.06,1149048662.23994
0.0,-0.059000000000000004,1149048662.239941
0.0,-0.058,1149048662.239942
0.0,-0.057,1149048662.239943
0.0,-0.056,1149048662.239944
0.0,-0.055,1149048662.239945
0.0,-0.054,1149048662.239946
0.0,-0.053,1149048662.239947
0.0,-0.052000000000000005,1149048662.239948
0.0,-0.051000000000000004,1149048662.239949
0.0,-0.05,1149048662.23995
0.0,-0.049,1149048662.239951
0.0,-0.048,1149048662.239952
0.0,-0.047,1149048662.239953
0.0,-0.046,1149048662.239954
0.0,-0.045,1149048662.239955
0.0,-0.044,1149048662.239956
0.0,-0.043000000000000003,1149048662.239957
0.0,-0.042,1149048662.239958
0.0,-0.041,1149048662.239959
0.0,-0.04,1149048662.23996
0.0,-0.039,1149048662.239961
0.0,-0.038,1149048662.239962
0.0,-0.037,1149048662.239963
0.0,-0.036000000000000004,1149048662.239964
0.0,-0.035,1149048662.239965
0.0,-0.034,1149048662.239966
0.0,-0.033,1149048662.239967
0.0,-0.032,1149048662.239968
0.0,-0.031,1149048662.239969
0.0,-0.03,1149048662.23997
0.0,-0.029,1149048662.239971
0.0,-0.028,1149048662.239972
0.0,-0.027,1149048662.239973
0.0,-0.026000000000000002,1149048662.239974
0.0,-0.025,1149048662.239975
0.0,-0.024,1149048662.239976
0.0,-0.023,1149048662.239977
0.0,-0.022,1149048662.239978
0.0,-0.021,1149048662.239979
0.0,-0.02,1149048662.23998
0.0,-0.019,1149048662.239981
0.0,-0.018000000000000002,1149048662.239982
0.0,-0.017,1149048662.239983
0.0,-0.016,1149048662.239984
0.0,-0.015,1149048662.239985
0.0,-0.014,1149048662.239986
0.0,-0.013000000000000001,1149048662.239987
0.0,-0.012,1149048662.239988
0.0,-0.011,1149048662.239989
0.0,-0.01,1149048662.23999
0.0,-0.009000000000000001,1149048662.239991
0.0,-0.008,1149048662.239992
0.0,-0.007,1149048662.239993
0.0,-0.006,1149048662.239994
0.0,-0.005,1149048662.239995
0.0,-0.004,1149048662.239996
0.0,-0.003,1149048662.239997
0.0,-0.002,1149048662.239998
0.0,-0.001,1149048662.239999
0.0,0.0,1149048662.24
0.0,-0.099,1149035030.751901
0.0,-0.098,1149035030.751902
0.0,-0.097,1149035030.751903
0.0,-0.096,1149035030.751904
0.0,-0.095,1149035030.751905
0.0,-0.094,1149035030.751906
0.0,-0.093,1149035030.751907
0.0,-0.092,1149035030.751908
0.0,-0.091,1149035030.751909
0.0,-0.09,1149035030.75191
0.0,-0.089,1149035030.751911
0.0,-0.088,1149035030.751912
0.0,-0.08700000000000001,1149035030.751913
0.0,-0.08600000000000001,1149035030.751914
0.0,-0.085,1149035030.751915
0.0,-0.084,1149035030.751916
0.0,-0.083,1149035030.751917
0.0,-0.082,1149035030.751918
0.0,-0.081,1149035030.751919
0.0,-0.08,1149035030.75192
0.0,-0.079,1149035030.751921
0.0,-0.078,1149035030.751922
0.0,-0.077,1149035030.751923
0.0,-0.076,1149035030.751924
0.0,-0.075,1149035030.751925
0.0,-0.074,1149035030.751926
0.0,-0.073,1149035030.751927
0.0,-0.07200000000000001,1149035030.751928
0.0,-0.07100000000000001,1149035030.751929
0.0,-0.07,1149035030.75193
0.0,-0.069,1149035030.751931
0.0,-0.068,1149035030.751932
0.0,-0.067,1149035030.751933
0.0,-0.066,1149035030.751934
0.0,-0.065,1149035030.751935
0.0,-0.064,1149035030.751936
0.0,-0.063,1149035030.751937
0.0,-0.062,1149035030.751938
0.0,-0.061,1149035030.751939
0.0,-0.06,1149035030.75194
0.0,-0.059000000000000004,1149035030.751941
0.0,-0.058,1149035030.751942
0.0,-0.057,1149035030.751943
0.0,-0.056,1149035030.751944
0.0,-0.055,1149035030.751945
0.0,-0.054,1149035030.751946
0.0,-0.053,1149035030.751947
0.0,-0.052000000000000005,1149035030.751948
0.0,-0.051000000000000004,1149035030.751949
0.0,-0.05,1149035030.75195
0.0,-0.049,1149035030.751951
0.0,-0.048,1149035030.751952
0.0,-0.047,1149035030.751953
0.0,-0.046,1149035030.751954
0.0,-0.045,1149035030.751955
0.0,-0.044,1149035030.751956
