temple_temp,temple_therm,temple_tick_ms,nose_temp,nose_therm,nose_tick_ms,nose_epoch,temple_epoch
639.0,3780.0,410856.0,1156.0,1550.0,410806.0,946685302.949,946685302.999
639.0,3772.0,410956.0,1157.0,1549.0,410906.0,946685303.549,946685303.599
639.0,3768.0,411056.0,1155.0,1550.0,411006.0,946685303.649,946685303.699
635.0,3774.0,411156.0,1155.0,1550.0,411106.0,946685303.749,946685303.799
631.0,3769.0,411256.0,1157.0,1550.0,411206.0,946685303.849,946685303.899
627.0,3771.0,411356.0,1155.0,1550.0,411306.0,946685303.949,946685303.999
626.0,3785.0,411456.0,1152.0,1550.0,411406.0,946685304.549,946685304.599
616.0,3771.0,411556.0,1152.0,1550.0,411506.0,946685304.649,946685304.699
621.0,3756.0,411756.0,1152.0,1550.0,411706.0,946685304.849,946685304.899
623.0,3758.0,411656.0,1153.0,1548.0,411606.0,946685304.749,946685304.799
622.0,3761.0,411856.0,1150.0,1549.0,411806.0,946685304.949,946685304.999
628.0,3758.0,411956.0,1151.0,1549.0,411906.0,946685304.549,946685304.599
628.0,3770.0,412056.0,1151.0,1550.0,412006.0,946685304.649,946685304.699
628.0,3739.0,412156.0,1150.0,1550.0,412106.0,946685304.749,946685304.799
625.0,3767.0,412356.0,1149.0,1550.0,412306.0,946685304.949,946685304.999
628.0,3776.0,412256.0,1148.0,1550.0,412206.0,946685304.849,946685304.899
624.0,3772.0,412456.0,1148.0,1550.0,412406.0,946685305.549,946685305.599
621.0,3772.0,412556.0,1141.0,1550.0,412506.0,946685305.649,946685305.699
621.0,3770.0,412656.0,1148.0,1550.0,412606.0,946685305.749,946685305.799
625.0,3770.0,412756.0,1144.0,1550.0,412706.0,946685305.849,946685305.899
625.0,3719.0,412856.0,1120.0,1549.0,412806.0,946685305.949,946685305.999
632.0,3756.0,412956.0,1119.0,1550.0,412906.0,946685306.549,946685306.599
636.0,3757.0,413056.0,1118.0,1549.0,413006.0,946685306.649,946685306.699
632.0,3743.0,413156.0,1119.0,1550.0,413106.0,946685306.749,946685306.799
629.0,3748.0,413256.0,1118.0,1549.0,413206.0,946685306.849,946685306.899
628.0,3798.0,413456.0,1127.0,1550.0,413406.0,946685306.549,946685306.599
626.0,3830.0,413556.0,1131.0,1550.0,413506.0,946685306.649,946685306.699
623.0,3811.0,413656.0,1134.0,1550.0,413606.0,946685306.749,946685306.799
