quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'-0.46844482421875',b'-0.5052490234375',b'-0.3096923828125',b'0.6552734375',b'3.1416015625',b'10280',b'[\x02\x00\x03\x04',b'10200',b'946684811.898'
b'-0.443603515625',b'-0.54022216796875',b'-0.33612060546875',b'0.63116455078125',b'3.1416015625',b'10380',b'[\x02\x00\x03\x04',b'10200',b'946684811.998'
b'-0.437744140625',b'-0.56011962890625',b'-0.33636474609375',b'0.61767578125',b'3.1416015625',b'10480',b'[\x02\x00\x03\x04',b'10200',b'946684812.098'
b'-0.423583984375',b'-0.57403564453125',b'-0.3397216796875',b'0.6129150390625',b'3.1416015625',b'10579',b'[\x02\x00\x03\x04',b'10200',b'946684812.697'
b'-0.40570068359375',b'-0.59429931640625',b'-0.34368896484375',b'0.60345458984375',b'3.1416015625',b'10679',b'[\x02\x00\x03\x04',b'10200',b'946684812.797'
b'-0.39337158203125',b'-0.59552001953125',b'-0.35784912109375',b'0.60211181640625',b'3.1416015625',b'10779',b'[\x02\x00\x03\x04',b'10200',b'946684812.897'
b'-0.372314453125',b'-0.60028076171875',b'-0.37396240234375',b'0.6009521484375',b'3.1416015625',b'10879',b'[\x02\x00\x03\x04',b'10200',b'946684812.997'
b'-0.3531494140625',b'-0.6251220703125',b'-0.396240234375',b'0.572265625',b'3.1416015625',b'10979',b'M\x02\x00\x06\x0f',b'11175',b'946684813.097'
b'-0.3424072265625',b'-0.623046875',b'-0.42572021484375',b'0.55975341796875',b'3.1416015625',b'11078',b'M\x02\x00\x06\x0f',b'11175',b'946684812.696'
b'-0.3360595703125',b'-0.63116455078125',b'-0.44378662109375',b'0.54010009765625',b'3.1416015625',b'11178',b'M\x02\x00\x06\x0f',b'11175',b'946684812.796'
b'-0.3360595703125',b'-0.6409912109375',b'-0.450927734375',b'0.5223388671875',b'3.1416015625',b'11278',b'M\x02\x00\x06\x0f',b'11175',b'946684812.896'
b'-0.332763671875',b'-0.6497802734375',b'-0.46026611328125',b'0.5052490234375',b'3.1416015625',b'11378',b'M\x02\x00\x06\x0f',b'11175',b'946684812.996'
b'-0.32891845703125',b'-0.659912109375',b'-0.46636962890625',b'0.48870849609375',b'3.1416015625',b'11477',b'M\x02\x00\x06\x0f',b'11175',b'946684813.095'
b'-0.31768798828125',b'-0.67315673828125',b'-0.45428466796875',b'0.489501953125',b'3.1416015625',b'11577',b'M\x02\x00\x06\x0f',b'11175',b'946684813.695'
b'-0.304443359375',b'-0.677734375',b'-0.4412841796875',b'0.50323486328125',b'3.1416015625',b'11678',b'M\x02\x00\x06\x0f',b'11175',b'946684813.796'
b'-0.29547119140625',b'-0.68121337890625',b'-0.42742919921875',b'0.5157470703125',b'3.1416015625',b'11777',b'M\x02\x00\x06\x0f',b'11175',b'946684813.895'
b'-0.29150390625',b'-0.68243408203125',b'-0.41424560546875',b'0.5269775390625',b'3.1416015625',b'11877',b'7\x04\x00\x06#',b'12154',b'946684813.995'
b'-0.29107666015625',b'-0.682373046875',b'-0.408447265625',b'0.53179931640625',b'3.1416015625',b'11977',b'7\x04\x00\x06#',b'12154',b'946684814.095'
b'-0.29119873046875',b'-0.6846923828125',b'-0.40826416015625',b'0.52886962890625',b'3.1416015625',b'12077',b'7\x04\x00\x06#',b'12154',b'946684814.695'
b'-0.29901123046875',b'-0.68402099609375',b'-0.40985107421875',b'0.52410888671875',b'3.1416015625',b'12176',b'7\x04\x00\x06#',b'12154',b'946684814.794'
b'-0.3140869140625',b'-0.6768798828125',b'-0.4232177734375',b'0.513916015625',b'3.1416015625',b'12376',b'7\x04\x00\x06#',b'12154',b'946684814.994'
b'-0.3204345703125',b'-0.67645263671875',b'-0.42523193359375',b'0.5087890625',b'3.1416015625',b'12476',b'7\x04\x00\x06#',b'12154',b'946684815.094'
b'-0.32305908203125',b'-0.67529296875',b'-0.4261474609375',b'0.50787353515625',b'3.1416015625',b'12576',b'7\x04\x00\x06#',b'12154',b'946684815.194'
b'-0.324462890625',b'-0.674072265625',b'-0.42718505859375',b'0.50775146484375',b'3.1416015625',b'12675',b'7\x04\x00\x06#',b'12154',b'946684814.793'
b'-0.3289794921875',b'-0.67822265625',b'-0.42352294921875',b'0.50244140625',b'3.1416015625',b'12775',b'7\x04\x00\x06#',b'12154',b'946684814.893'
b'-0.33367919921875',b'-0.68377685546875',b'-0.4190673828125',b'0.49542236328125',b'3.1416015625',b'12876',b'7\x04\x00\x06#',b'12154',b'946684814.994'
b'-0.33636474609375',b'-0.68511962890625',b'-0.4180908203125',b'0.49267578125',b'3.1416015625',b'12975',b'\x1e\x04\x00\x06<',b'13134',b'946684815.093'
b'-0.33782958984375',b'-0.68609619140625',b'-0.41790771484375',b'0.49041748046875',b'3.1416015625',b'13074',b'\x1e\x04\x00\x06<',b'13134',b'946684815.192'
b'-0.338134765625',b'-0.68707275390625',b'-0.41729736328125',b'0.48931884765625',b'3.1416015625',b'13174',b'\x1e\x04\x00\x06<',b'13134',b'946684815.792'
b'-0.33843994140625',b'-0.6876220703125',b'-0.41644287109375',b'0.48907470703125',b'3.1416015625',b'13274',b'\x1e\x04\x00\x06<',b'13134',b'946684815.892'
b'-0.33966064453125',b'-0.68756103515625',b'-0.41510009765625',b'0.48944091796875',b'3.1416015625',b'13374',b'\x1e\x04\x00\x06<',b'13134',b'946684815.992'
b'-0.34307861328125',b'-0.6861572265625',b'-0.41375732421875',b'0.49017333984375',b'3.1416015625',b'13474',b'\x1e\x04\x00\x06<',b'13134',b'946684816.092'
b'-0.3447265625',b'-0.68511962890625',b'-0.4130859375',b'0.4910888671875',b'3.1416015625',b'13574',b'\x1e\x04\x00\x06<',b'13134',b'946684816.192'
b'-0.344970703125',b'-0.68536376953125',b'-0.41278076171875',b'0.49078369140625',b'3.1416015625',b'13673',b'\x1e\x04\x00\x06<',b'13134',b'946684816.791'
b'-0.3443603515625',b'-0.6866455078125',b'-0.41278076171875',b'0.48944091796875',b'3.1416015625',b'13773',b'\x1e\x04\x00\x06<',b'13134',b'946684816.891'
b'-0.3441162109375',b'-0.68682861328125',b'-0.41314697265625',b'0.489013671875',b'3.1416015625',b'13873',b'\x0e\x03\x00\x04O',b'14116',b'946684816.991'
b'-0.3455810546875',b'-0.68603515625',b'-0.41424560546875',b'0.48828125',b'3.1416015625',b'13973',b'\x0e\x03\x00\x04O',b'14116',b'946684817.091'
b'-0.3494873046875',b'-0.6839599609375',b'-0.417236328125',b'0.48577880859375',b'3.1416015625',b'14073',b'\x0e\x03\x00\x04O',b'14116',b'946684817.191'
b'-0.3511962890625',b'-0.6826171875',b'-0.4183349609375',b'0.4854736328125',b'3.1416015625',b'14172',b'\x0e\x03\x00\x04O',b'14116',b'946684816.79'
b'-0.3765869140625',b'-0.66827392578125',b'-0.4404296875',b'0.46649169921875',b'3.1416015625',b'14272',b'\x0e\x03\x00\x04O',b'14116',b'946684816.89'
b'-0.45355224609375',b'-0.61468505859375',b'-0.50274658203125',b'0.40460205078125',b'3.1416015625',b'14372',b'\x0e\x03\x00\x04O',b'14116',b'946684816.99'
b'-0.51336669921875',b'-0.5567626953125',b'-0.5526123046875',b'0.34796142578125',b'3.1416015625',b'14472',b'\x0e\x03\x00\x04O',b'14116',b'946684817.09'
b'-0.527587890625',b'-0.5338134765625',b'-0.570068359375',b'0.33428955078125',b'3.1416015625',b'14571',b'\x0e\x03\x00\x04O',b'14116',b'946684817.189'
b'-0.53045654296875',b'-0.52801513671875',b'-0.57379150390625',b'0.33251953125',b'3.1416015625',b'14671',b'\x0e\x03\x00\x04O',b'14116',b'946684817.789'
b'-0.5318603515625',b'-0.526611328125',b'-0.5743408203125',b'0.33160400390625',b'3.1416015625',b'14772',b'\x0e\x03\x00\x04O',b'14116',b'946684817.89'
b'-0.52001953125',b'-0.54052734375',b'-0.56414794921875',b'0.34521484375',b'3.1416015625',b'14871',b'\x06\x02\x00\x02Z',b'15094',b'946684817.989'
b'-0.46875',b'-0.59185791015625',b'-0.5196533203125',b'0.39984130859375',b'3.1416015625',b'14970',b'\x06\x02\x00\x02Z',b'15094',b'946684818.088'
b'-0.41973876953125',b'-0.63494873046875',b'-0.47259521484375',b'0.4442138671875',b'3.1416015625',b'15070',b'\x06\x02\x00\x02Z',b'15094',b'946684818.188'
b'-0.3956298828125',b'-0.65655517578125',b'-0.44561767578125',b'0.46240234375',b'3.1416015625',b'15171',b'\x06\x02\x00\x02Z',b'15094',b'946684817.789'
b'-0.386962890625',b'-0.66510009765625',b'-0.435791015625',b'0.46685791015625',b'3.1416015625',b'15270',b'\x06\x02\x00\x02Z',b'15094',b'946684817.888'
b'-0.38397216796875',b'-0.66766357421875',b'-0.43341064453125',b'0.46795654296875',b'3.1416015625',b'15370',b'\x06\x02\x00\x02Z',b'15094',b'946684817.988'
b'-0.380615234375',b'-0.67034912109375',b'-0.43170166015625',b'0.4683837890625',b'3.1416015625',b'15570',b'\x06\x02\x00\x02Z',b'15094',b'946684818.188'
b'-0.37841796875',b'-0.67120361328125',b'-0.431884765625',b'0.46881103515625',b'3.1416015625',b'15669',b'\x06\x02\x00\x02Z',b'15094',b'946684818.287'
b'-0.3759765625',b'-0.67303466796875',b'-0.43035888671875',b'0.46954345703125',b'3.1416015625',b'15769',b'\x06\x02\x00\x02Z',b'15094',b'946684818.887'
b'-0.3701171875',b'-0.67724609375',b'-0.42559814453125',b'0.47247314453125',b'3.1416015625',b'15869',b'\x03\x01\x00\x02^',b'16074',b'946684818.987'
b'-0.36492919921875',b'-0.68109130859375',b'-0.42120361328125',b'0.47491455078125',b'3.1416015625',b'15969',b'\x03\x01\x00\x02^',b'16074',b'946684819.087'
b'-0.36346435546875',b'-0.68280029296875',b'-0.4205322265625',b'0.47412109375',b'3.1416015625',b'16068',b'\x03\x01\x00\x02^',b'16074',b'946684819.186'
b'-0.36279296875',b'-0.68328857421875',b'-0.42138671875',b'0.4732666015625',b'3.1416015625',b'16168',b'\x03\x01\x00\x02^',b'16074',b'946684819.286'
b'-0.362548828125',b'-0.68341064453125',b'-0.42218017578125',b'0.47247314453125',b'3.1416015625',b'16268',b'\x03\x01\x00\x02^',b'16074',b'946684819.886'
b'-0.36328125',b'-0.6827392578125',b'-0.4224853515625',b'0.47259521484375',b'3.1416015625',b'16368',b'\x03\x01\x00\x02^',b'16074',b'946684819.986'
b'-0.36456298828125',b'-0.68157958984375',b'-0.4228515625',b'0.4730224609375',b'3.1416015625',b'16468',b'\x03\x01\x00\x02^',b'16074',b'946684820.086'
b'-0.36541748046875',b'-0.68084716796875',b'-0.4237060546875',b'0.47265625',b'3.1416015625',b'16567',b'\x03\x01\x00\x02^',b'16074',b'946684820.185'
b'-0.36651611328125',b'-0.679931640625',b'-0.425048828125',b'0.471923828125',b'3.1416015625',b'16668',b'\x03\x01\x00\x02^',b'16074',b'946684820.286'
b'-0.3673095703125',b'-0.6796875',b'-0.42578125',b'0.470947265625',b'3.1416015625',b'16767',b'\x03\x01\x00\x02^',b'16074',b'946684819.885'
b'-0.36773681640625',b'-0.67901611328125',b'-0.4259033203125',b'0.4715576171875',b'3.1416015625',b'16867',b'\x01\x01\x00\x02`',b'17051',b'946684819.985'
b'-0.3681640625',b'-0.67828369140625',b'-0.426513671875',b'0.47161865234375',b'3.1416015625',b'16967',b'\x01\x01\x00\x02`',b'17051',b'946684820.085'
b'-0.367431640625',b'-0.6788330078125',b'-0.42767333984375',b'0.47039794921875',b'3.1416015625',b'17067',b'\x01\x01\x00\x02`',b'17051',b'946684820.185'
b'-0.36663818359375',b'-0.67926025390625',b'-0.42822265625',b'0.46990966796875',b'3.1416015625',b'17167',b'\x01\x01\x00\x02`',b'17051',b'946684820.285'
b'-0.36669921875',b'-0.67913818359375',b'-0.42816162109375',b'0.4700927734375',b'3.1416015625',b'17266',b'\x01\x01\x00\x02`',b'17051',b'946684820.884'
b'-0.36663818359375',b'-0.67913818359375',b'-0.42822265625',b'0.47003173828125',b'3.1416015625',b'17366',b'\x01\x01\x00\x02`',b'17051',b'946684820.984'
b'-0.36669921875',b'-0.67919921875',b'-0.42803955078125',b'0.4700927734375',b'3.1416015625',b'17466',b'\x01\x01\x00\x02`',b'17051',b'946684821.084'
b'-0.36639404296875',b'-0.67950439453125',b'-0.42840576171875',b'0.46954345703125',b'3.1416015625',b'17566',b'\x01\x01\x00\x02`',b'17051',b'946684821.184'
b'-0.36724853515625',b'-0.6788330078125',b'-0.4295654296875',b'0.46881103515625',b'3.1416015625',b'17665',b'\x01\x01\x00\x02`',b'17051',b'946684821.283'
b'-0.40655517578125',b'-0.64971923828125',b'-0.46466064453125',b'0.4434814453125',b'3.1416015625',b'17765',b'\x01\x01\x00\x02`',b'18031',b'946684820.883'
b'-0.48712158203125',b'-0.57684326171875',b'-0.533203125',b'0.3817138671875',b'3.1416015625',b'17865',b'\x01\x01\x00\x02`',b'18031',b'946684820.983'
b'-0.53802490234375',b'-0.511474609375',b'-0.58038330078125',b'0.33477783203125',b'3.1416015625',b'17965',b'\x01\x01\x00\x02`',b'18031',b'946684821.083'
b'-0.5618896484375',b'-0.47869873046875',b'-0.59625244140625',b'0.31561279296875',b'3.1416015625',b'18064',b'\x01\x01\x00\x02`',b'18031',b'946684821.182'
b'-0.57586669921875',b'-0.45574951171875',b'-0.60650634765625',b'0.30474853515625',b'3.1416015625',b'18164',b'\x01\x01\x00\x02`',b'18031',b'946684821.282'
b'-0.5792236328125',b'-0.44158935546875',b'-0.62115478515625',b'0.28924560546875',b'3.1416015625',b'18264',b'\x01\x01\x00\x02`',b'18031',b'946684821.882'
b'-0.5714111328125',b'-0.44244384765625',b'-0.63482666015625',b'0.27337646484375',b'3.1416015625',b'18364',b'\x01\x01\x00\x02`',b'18031',b'946684821.982'
b'-0.5572509765625',b'-0.443359375',b'-0.64923095703125',b'0.267333984375',b'3.1416015625',b'18463',b'\x01\x01\x00\x02`',b'18031',b'946684822.081'
b'-0.54541015625',b'-0.45574951171875',b'-0.6451416015625',b'0.28033447265625',b'3.1416015625',b'18564',b'\x01\x01\x00\x02`',b'18031',b'946684822.182'
b'-0.37646484375',b'-0.67779541015625',b'-0.44561767578125',b'0.447509765625',b'3.1416015625',b'18763',b'\x01\x01\x00\x02`',b'18031',b'946684822.381'
b'-0.323974609375',b'-0.714599609375',b'-0.36407470703125',b'0.50189208984375',b'3.1416015625',b'18863',b'\x01\x01\x00\x02`',b'19010',b'946684822.981'
b'-0.302734375',b'-0.7340087890625',b'-0.3055419921875',b'0.5255126953125',b'3.1416015625',b'18963',b'\x01\x01\x00\x02`',b'19010',b'946684823.081'
b'-0.2935791015625',b'-0.7373046875',b'-0.2657470703125',b'0.54736328125',b'3.1416015625',b'19063',b'\x01\x01\x00\x02`',b'19010',b'946684823.181'
b'-0.29498291015625',b'-0.736083984375',b'-0.23577880859375',b'0.561767578125',b'3.1416015625',b'19162',b'\x01\x01\x00\x02`',b'19010',b'946684823.28'
b'-0.298095703125',b'-0.7308349609375',b'-0.21014404296875',b'0.576904296875',b'3.1416015625',b'19262',b'\x01\x01\x00\x02`',b'19010',b'946684823.38'
b'-0.30804443359375',b'-0.7247314453125',b'-0.179443359375',b'0.58966064453125',b'3.1416015625',b'19363',b'\x01\x01\x00\x02`',b'19010',b'946684822.981'
b'-0.32269287109375',b'-0.71990966796875',b'-0.15594482421875',b'0.59442138671875',b'3.1416015625',b'19462',b'\x01\x01\x00\x02`',b'19010',b'946684823.08'
b'-0.334228515625',b'-0.71856689453125',b'-0.14495849609375',b'0.5924072265625',b'3.1416015625',b'19561',b'\x01\x01\x00\x02`',b'19010',b'946684823.179'
b'-0.34063720703125',b'-0.71697998046875',b'-0.14300537109375',b'0.59112548828125',b'3.1416015625',b'19661',b'\x01\x01\x00\x02`',b'19010',b'946684823.279'
b'-0.3466796875',b'-0.7138671875',b'-0.14459228515625',b'0.591064453125',b'3.1416015625',b'19762',b'\x01\x01\x00\x02`',b'19988',b'946684823.38'
b'-0.3511962890625',b'-0.71197509765625',b'-0.14385986328125',b'0.5908203125',b'3.1416015625',b'19861',b'\x01\x01\x00\x02`',b'19988',b'946684823.979'
b'-0.3453369140625',b'-0.71783447265625',b'-0.1484375',b'0.5860595703125',b'3.1416015625',b'19961',b'\x01\x01\x00\x02`',b'19988',b'946684824.079'
b'-0.339111328125',b'-0.72491455078125',b'-0.1500244140625',b'0.58050537109375',b'3.1416015625',b'20060',b'\x01\x01\x00\x02`',b'19988',b'946684824.178'
b'-0.32135009765625',b'-0.732421875',b'-0.1373291015625',b'0.5843505859375',b'3.1416015625',b'20160',b'\x01\x01\x00\x02`',b'19988',b'946684824.278'
b'-0.283203125',b'-0.74603271484375',b'-0.10986328125',b'0.59259033203125',b'3.1416015625',b'20260',b'\x01\x01\x00\x02`',b'19988',b'946684824.378'
b'-0.24847412109375',b'-0.75445556640625',b'-0.0869140625',b'0.60125732421875',b'3.1416015625',b'20360',b'\x01\x01\x00\x02`',b'19988',b'946684823.978'
b'-0.224609375',b'-0.7589111328125',b'-0.07037353515625',b'0.607177734375',b'3.1416015625',b'20460',b'\x01\x01\x00\x02`',b'19988',b'946684824.078'
b'-0.2017822265625',b'-0.76483154296875',b'-0.0594482421875',b'0.60888671875',b'3.1416015625',b'20560',b'\x01\x01\x00\x02`',b'19988',b'946684824.178'
b'-0.18310546875',b'-0.76568603515625',b'-0.0570068359375',b'0.614013671875',b'3.1416015625',b'20659',b'\x01\x01\x00\x02`',b'19988',b'946684824.277'
b'-0.19061279296875',b'-0.7537841796875',b'-0.0662841796875',b'0.6253662109375',b'3.1416015625',b'20759',b'\x01\x01\x00\x02a',b'20968',b'946684824.377'
b'-0.21514892578125',b'-0.743408203125',b'-0.087646484375',b'0.627197265625',b'3.1416015625',b'20859',b'\x01\x01\x00\x02a',b'20968',b'946684824.977'
b'-0.22686767578125',b'-0.732421875',b'-0.10546875',b'0.63323974609375',b'3.1416015625',b'20959',b'\x01\x01\x00\x02a',b'20968',b'946684825.077'
b'-0.2252197265625',b'-0.72662353515625',b'-0.11199951171875',b'0.63934326171875',b'3.1416015625',b'21058',b'\x01\x01\x00\x02a',b'20968',b'946684825.176'
b'-0.223388671875',b'-0.72412109375',b'-0.1165771484375',b'0.64202880859375',b'3.1416015625',b'21158',b'\x01\x01\x00\x02a',b'20968',b'946684825.276'
b'-0.2178955078125',b'-0.7261962890625',b'-0.126953125',b'0.63958740234375',b'3.1416015625',b'21259',b'\x01\x01\x00\x02a',b'20968',b'946684825.377'
b'-0.21649169921875',b'-0.72540283203125',b'-0.138427734375',b'0.6385498046875',b'3.1416015625',b'21358',b'\x01\x01\x00\x02a',b'20968',b'946684825.976'
b'-0.223388671875',b'-0.7188720703125',b'-0.15093994140625',b'0.6407470703125',b'3.1416015625',b'21458',b'\x01\x01\x00\x02a',b'20968',b'946684826.076'
b'-0.28704833984375',b'-0.69073486328125',b'-0.197265625',b'0.63372802734375',b'3.1416015625',b'21558',b'\x01\x01\x00\x02a',b'20968',b'946684826.176'
b'-0.3902587890625',b'-0.63702392578125',b'-0.295654296875',b'0.59539794921875',b'3.1416015625',b'21658',b'\x01\x01\x00\x02a',b'21955',b'946684826.276'
b'-0.5208740234375',b'-0.53387451171875',b'-0.417236328125',b'0.51922607421875',b'3.1416015625',b'21857',b'\x01\x01\x00\x02a',b'21955',b'946684826.475'
b'-0.53814697265625',b'-0.51116943359375',b'-0.44580078125',b'0.5003662109375',b'3.1416015625',b'21958',b'\x01\x01\x00\x02a',b'21955',b'946684826.076'
b'-0.53924560546875',b'-0.50115966796875',b'-0.46710205078125',b'0.48974609375',b'3.1416015625',b'22057',b'\x01\x01\x00\x02a',b'21955',b'946684826.175'
b'-0.53509521484375',b'-0.5020751953125',b'-0.47857666015625',b'0.48223876953125',b'3.1416015625',b'22157',b'\x01\x01\x00\x02a',b'21955',b'946684826.275'
b'-0.53033447265625',b'-0.50286865234375',b'-0.485107421875',b'0.48016357421875',b'3.1416015625',b'22256',b'\x01\x01\x00\x02a',b'21955',b'946684826.374'
b'-0.5228271484375',b'-0.5098876953125',b'-0.4854736328125',b'0.48065185546875',b'3.1416015625',b'22356',b'\x01\x01\x00\x02a',b'21955',b'946684826.474'
b'-0.50897216796875',b'-0.52825927734375',b'-0.47076416015625',b'0.49017333984375',b'3.1416015625',b'22456',b'\x01\x01\x00\x02a',b'21955',b'946684827.074'
b'-0.49560546875',b'-0.5565185546875',b'-0.43402099609375',b'0.50616455078125',b'3.1416015625',b'22556',b'\x01\x01\x00\x02a',b'21955',b'946684827.174'
b'-0.47802734375',b'-0.58477783203125',b'-0.392822265625',b'0.52459716796875',b'3.1416015625',b'22655',b'\x01\x01\x00\x02a',b'21955',b'946684827.273'
b'-0.4547119140625',b'-0.6029052734375',b'-0.361083984375',b'0.547119140625',b'3.1416015625',b'22755',b'\x01\x01\x00\x02a',b'22935',b'946684827.373'
b'-0.43060302734375',b'-0.61181640625',b'-0.32989501953125',b'0.57574462890625',b'3.1416015625',b'22855',b'\x01\x01\x00\x02a',b'22935',b'946684827.473'
b'-0.4033203125',b'-0.61962890625',b'-0.29986572265625',b'0.6029052734375',b'3.1416015625',b'22955',b'\x01\x01\x00\x02a',b'22935',b'946684828.073'
b'-0.37811279296875',b'-0.6319580078125',b'-0.26959228515625',b'0.6204833984375',b'3.1416015625',b'23054',b'\x01\x01\x00\x02a',b'22935',b'946684828.172'
b'-0.35638427734375',b'-0.65399169921875',b'-0.22882080078125',b'0.6268310546875',b'3.1416015625',b'23154',b'\x01\x01\x00\x02a',b'22935',b'946684828.272'
b'-0.333251953125',b'-0.66546630859375',b'-0.17645263671875',b'0.6441650390625',b'3.1416015625',b'23254',b'\x01\x01\x00\x02a',b'22935',b'946684828.372'
b'-0.29791259765625',b'-0.66668701171875',b'-0.1259765625',b'0.6715087890625',b'3.1416015625',b'23354',b'\x01\x01\x00\x02a',b'22935',b'946684828.472'
b'-0.2550048828125',b'-0.66455078125',b'-0.073974609375',b'0.698486328125',b'3.1416015625',b'23454',b'\x01\x01\x00\x02a',b'22935',b'946684828.072'
b'-0.21197509765625',b'-0.6685791015625',b'-0.02996826171875',b'0.71209716796875',b'3.1416015625',b'23554',b'\x01\x01\x00\x02a',b'22935',b'946684828.172'
b'-0.16119384765625',b'-0.67767333984375',b'0.0157470703125',b'0.71728515625',b'3.1416015625',b'23654',b'\x03\x03\x00\x08V',b'23916',b'946684828.272'
b'-0.10284423828125',b'-0.68701171875',b'0.06103515625',b'0.71673583984375',b'3.1416015625',b'23753',b'\x03\x03\x00\x08V',b'23916',b'946684828.371'
b'-0.06103515625',b'-0.6868896484375',b'0.12359619140625',b'0.71356201171875',b'3.1416015625',b'23853',b'\x03\x03\x00\x08V',b'23916',b'946684828.471'
b'-0.01727294921875',b'-0.6817626953125',b'0.1688232421875',b'0.711669921875',b'3.1416015625',b'23953',b'\x03\x03\x00\x08V',b'23916',b'946684829.071'
b'0.02264404296875',b'-0.6767578125',b'0.20123291015625',b'0.707763671875',b'3.1416015625',b'24053',b'\x03\x03\x00\x08V',b'23916',b'946684829.171'
b'0.0572509765625',b'-0.67919921875',b'0.22540283203125',b'0.69610595703125',b'3.1416015625',b'24152',b'\x03\x03\x00\x08V',b'23916',b'946684829.27'
b'0.07586669921875',b'-0.68206787109375',b'0.2373046875',b'0.68756103515625',b'3.1416015625',b'24252',b'\x03\x03\x00\x08V',b'23916',b'946684829.37'
b'0.0447998046875',b'-0.70361328125',b'0.20361328125',b'0.67926025390625',b'3.1416015625',b'24353',b'\x03\x03\x00\x08V',b'23916',b'946684829.471'
b'-0.12554931640625',b'-0.71368408203125',b'0.06793212890625',b'0.685791015625',b'3.1416015625',b'24452',b'\x03\x03\x00\x08V',b'23916',b'946684829.07'
b'-0.31988525390625',b'-0.6727294921875',b'-0.12579345703125',b'0.65521240234375',b'3.1416015625',b'24551',b'\x03\x03\x00\x08V',b'23916',b'946684829.169'
b'-0.44720458984375',b'-0.60491943359375',b'-0.25634765625',b'0.60693359375',b'3.1416015625',b'24651',b'\x04\x04\x00\x16F',b'24894',b'946684829.269'
b'-0.4754638671875',b'-0.5938720703125',b'-0.34942626953125',b'0.54693603515625',b'3.1416015625',b'24751',b'\x04\x04\x00\x16F',b'24894',b'946684829.369'
b'-0.51220703125',b'-0.60546875',b'-0.35748291015625',b'0.4931640625',b'3.1416015625',b'24851',b'\x04\x04\x00\x16F',b'24894',b'946684829.469'
b'-0.51800537109375',b'-0.6953125',b'-0.363037109375',b'0.34112548828125',b'3.1416015625',b'25051',b'\x04\x04\x00\x16F',b'24894',b'946684830.169'
b'-0.5128173828125',b'-0.69158935546875',b'-0.365478515625',b'0.353759765625',b'3.1416015625',b'25151',b'\x04\x04\x00\x16F',b'24894',b'946684830.269'
b'-0.49969482421875',b'-0.7159423828125',b'-0.356201171875',b'0.3328857421875',b'3.1416015625',b'25250',b'\x04\x04\x00\x16F',b'24894',b'946684830.368'
b'-0.53155517578125',b'-0.61260986328125',b'-0.38067626953125',b'0.44403076171875',b'3.1416015625',b'25350',b'\x04\x04\x00\x16F',b'24894',b'946684830.468'
b'-0.5362548828125',b'-0.58233642578125',b'-0.42083740234375',b'0.4429931640625',b'3.1416015625',b'25450',b'\x04\x04\x00\x16F',b'24894',b'946684830.568'
