blink_data,blink_tick_ms,epoch
0.0,-0.099,1581634950.177901
0.0,-0.098,1581634950.177902
0.0,-0.097,1581634950.177903
0.0,-0.096,1581634950.177904
0.0,-0.095,1581634950.177905
0.0,-0.094,1581634950.177906
0.0,-0.093,1581634950.177907
0.0,-0.092,1581634950.177908
0.0,-0.091,1581634950.177909
0.0,-0.09,1581634950.17791
0.0,-0.089,1581634950.177911
0.0,-0.088,1581634950.177912
0.0,-0.08700000000000001,1581634950.177913
0.0,-0.08600000000000001,1581634950.177914
0.0,-0.085,1581634950.177915
0.0,-0.084,1581634950.177916
0.0,-0.083,1581634950.177917
0.0,-0.082,1581634950.177918
0.0,-0.081,1581634950.177919
0.0,-0.08,1581634950.17792
0.0,-0.079,1581634950.177921
0.0,-0.078,1581634950.177922
0.0,-0.077,1581634950.177923
0.0,-0.076,1581634950.177924
0.0,-0.075,1581634950.177925
0.0,-0.074,1581634950.177926
0.0,-0.073,1581634950.177927
0.0,-0.07200000000000001,1581634950.177928
0.0,-0.07100000000000001,1581634950.177929
0.0,-0.07,1581634950.17793
0.0,-0.069,1581634950.177931
0.0,-0.068,1581634950.177932
0.0,-0.067,1581634950.177933
0.0,-0.066,1581634950.177934
0.0,-0.065,1581634950.177935
0.0,-0.064,1581634950.177936
0.0,-0.063,1581634950.177937
0.0,-0.062,1581634950.177938
0.0,-0.061,1581634950.177939
0.0,-0.06,1581634950.17794
0.0,-0.059000000000000004,1581634950.177941
0.0,-0.058,1581634950.177942
0.0,-0.057,1581634950.177943
0.0,-0.056,1581634950.177944
0.0,-0.055,1581634950.177945
0.0,-0.054,1581634950.177946
0.0,-0.053,1581634950.177947
0.0,-0.052000000000000005,1581634950.177948
0.0,-0.051000000000000004,1581634950.177949
0.0,-0.05,1581634950.17795
0.0,-0.049,1581634950.177951
0.0,-0.048,1581634950.177952
0.0,-0.047,1581634950.177953
0.0,-0.046,1581634950.177954
0.0,-0.045,1581634950.177955
0.0,-0.044,1581634950.177956
0.0,-0.043000000000000003,1581634950.177957
0.0,-0.042,1581634950.177958
0.0,-0.041,1581634950.177959
0.0,-0.04,1581634950.17796
0.0,-0.039,1581634950.177961
0.0,-0.038,1581634950.177962
0.0,-0.037,1581634950.177963
0.0,-0.036000000000000004,1581634950.177964
0.0,-0.035,1581634950.177965
0.0,-0.034,1581634950.177966
0.0,-0.033,1581634950.177967
0.0,-0.032,1581634950.177968
0.0,-0.031,1581634950.177969
0.0,-0.03,1581634950.17797
0.0,-0.029,1581634950.177971
0.0,-0.028,1581634950.177972
0.0,-0.027,1581634950.177973
0.0,-0.026000000000000002,1581634950.177974
0.0,-0.025,1581634950.177975
0.0,-0.024,1581634950.177976
