temple_temp,temple_therm,temple_tick_ms,nose_temp,nose_therm,nose_tick_ms,nose_epoch,temple_epoch
0.0,3731.0,1572646.0,0.0,0.0,1572601.0,946686725.554,946686725.599
0.0,3728.0,1572746.0,1149.0,1651.0,1572696.0,946686725.649,946686725.699
0.0,3722.0,1572946.0,1608.0,1650.0,1572896.0,946686725.849,946686725.899
0.0,3713.0,1573046.0,1811.0,1651.0,1572996.0,946686725.949,946686725.999
0.0,3705.0,1573146.0,1994.0,1651.0,1573096.0,946686726.549,946686726.599
0.0,3700.0,1573246.0,2153.0,1651.0,1573196.0,946686726.649,946686726.699
0.0,3690.0,1573346.0,2308.0,1650.0,1573296.0,946686726.749,946686726.799
0.0,3708.0,1573446.0,2454.0,1651.0,1573396.0,946686726.849,946686726.899
0.0,3782.0,1573646.0,2711.0,1651.0,1573596.0,946686726.549,946686726.599
0.0,3766.0,1573746.0,2826.0,1651.0,1573696.0,946686726.649,946686726.699
0.0,3761.0,1573846.0,2938.0,1650.0,1573796.0,946686726.749,946686726.799
