temple_temp,temple_therm,temple_tick_ms,nose_temp,nose_therm,nose_tick_ms,nose_epoch,temple_epoch
0.0,3726.0,1620646.0,4018.0,1610.0,1620596.0,946687236.655,946687236.705
0.0,3725.0,1620746.0,4017.0,1610.0,1620696.0,946687236.755,946687236.805
0.0,3726.0,1620846.0,4016.0,1610.0,1620796.0,946687236.855,946687236.905
0.0,3726.0,1620946.0,4016.0,1609.0,1620896.0,946687236.955,946687237.005
0.0,3725.0,1621046.0,4017.0,1610.0,1620996.0,946687237.055,946687237.105
0.0,3725.0,1621146.0,4015.0,1610.0,1621096.0,946687237.155,946687237.205
0.0,3724.0,1621246.0,4017.0,1609.0,1621196.0,946687237.255,946687237.305
0.0,3725.0,1621346.0,4016.0,1609.0,1621296.0,946687237.355,946687237.405
0.0,3727.0,1621446.0,4016.0,1610.0,1621396.0,946687237.455,946687237.505
0.0,3725.0,1621546.0,4018.0,1610.0,1621496.0,946687237.555,946687237.605
0.0,3750.0,3624146.0,3991.0,1661.0,3624096.0,946689239.549,946689239.599
0.0,3753.0,3624246.0,4015.0,1663.0,3624196.0,946689239.649,946689239.699
0.0,3746.0,3624646.0,4019.0,1662.0,3624596.0,946689240.549,946689240.599
0.0,3746.0,3624746.0,4018.0,1662.0,3624696.0,946689240.649,946689240.699
0.0,3737.0,3624846.0,4018.0,1662.0,3624796.0,946689240.749,946689240.799
0.0,3729.0,3624946.0,4012.0,1662.0,3624896.0,946689240.849,946689240.899
0.0,3723.0,3625046.0,4016.0,1662.0,3624996.0,946689240.949,946689240.999
0.0,3723.0,3625146.0,4016.0,1663.0,3625096.0,946689241.549,946689241.599
0.0,3746.0,3625246.0,4013.0,1662.0,3625196.0,946689241.649,946689241.699
0.0,3772.0,3625346.0,4014.0,1663.0,3625296.0,946689241.749,946689241.799
0.0,3804.0,3625446.0,4015.0,1661.0,3625396.0,946689241.849,946689241.899
0.0,3780.0,3625646.0,4015.0,1662.0,3625596.0,946689241.549,946689241.599
0.0,3750.0,3625746.0,4015.0,1662.0,3625696.0,946689241.649,946689241.699
0.0,3755.0,3625846.0,4015.0,1663.0,3625796.0,946689241.749,946689241.799
0.0,3750.0,3625946.0,4014.0,1663.0,3625896.0,946689241.849,946689241.899
0.0,3752.0,3626046.0,4015.0,1663.0,3625996.0,946689241.949,946689241.999
0.0,3750.0,3626146.0,4018.0,1664.0,3626096.0,946689242.549,946689242.599
0.0,3750.0,3626246.0,4017.0,1663.0,3626196.0,946689242.649,946689242.699
0.0,3751.0,3626346.0,4015.0,1663.0,3626296.0,946689242.749,946689242.799
0.0,3751.0,3626446.0,4014.0,1663.0,3626396.0,946689242.849,946689242.899
0.0,3753.0,3626546.0,4017.0,1664.0,3626496.0,946689242.949,946689242.999
0.0,3751.0,3626646.0,4016.0,1663.0,3626596.0,946689242.549,946689242.599
0.0,3752.0,3626746.0,4014.0,1664.0,3626696.0,946689242.649,946689242.699
0.0,3753.0,3626846.0,4018.0,1663.0,3626796.0,946689242.749,946689242.799
0.0,3752.0,3626946.0,4007.0,1663.0,3626896.0,946689242.849,946689242.899
0.0,3750.0,3627046.0,4017.0,1664.0,3626996.0,946689242.949,946689242.999
0.0,3748.0,3627146.0,4018.0,1664.0,3627096.0,946689243.549,946689243.599
0.0,3753.0,3627246.0,4016.0,1664.0,3627196.0,946689243.649,946689243.699
0.0,3749.0,3627346.0,4017.0,1664.0,3627296.0,946689243.749,946689243.799
0.0,3752.0,3627446.0,4014.0,1664.0,3627396.0,946689243.849,946689243.899
0.0,3750.0,3627546.0,4017.0,1664.0,3627496.0,946689243.949,946689243.999
0.0,3737.0,3627646.0,4019.0,1664.0,3627596.0,946689244.549,946689244.599
0.0,3738.0,3627746.0,4014.0,1664.0,3627696.0,946689244.649,946689244.699
0.0,3733.0,3627846.0,0.0,1664.0,3627796.0,946689244.749,946689244.799
0.0,3724.0,3627946.0,0.0,1664.0,3627896.0,946689244.849,946689244.899
0.0,3726.0,3628046.0,0.0,1665.0,3627996.0,946689244.949,946689244.999
0.0,3743.0,3628146.0,0.0,1665.0,3628096.0,946689244.549,946689244.599
0.0,3767.0,3628246.0,0.0,1663.0,3628196.0,946689244.649,946689244.699
0.0,3807.0,3628346.0,0.0,1664.0,3628296.0,946689244.749,946689244.799
0.0,3791.0,3628446.0,0.0,1665.0,3628396.0,946689244.849,946689244.899
0.0,3788.0,3628546.0,43.0,1665.0,3628496.0,946689244.949,946689244.999
0.0,3750.0,3628646.0,227.0,1665.0,3628596.0,946689245.549,946689245.599
0.0,3754.0,3628746.0,365.0,1665.0,3628696.0,946689245.649,946689245.699
0.0,3759.0,3628846.0,526.0,1666.0,3628796.0,946689245.749,946689245.799
0.0,3755.0,3628946.0,697.0,1665.0,3628896.0,946689245.849,946689245.899
0.0,3756.0,3629046.0,615.0,1665.0,3628996.0,946689245.949,946689245.999
0.0,3751.0,3629146.0,578.0,1665.0,3629096.0,946689246.549,946689246.599
0.0,3750.0,3629246.0,647.0,1664.0,3629196.0,946689246.649,946689246.699
0.0,3756.0,3629346.0,691.0,1665.0,3629296.0,946689246.749,946689246.799
0.0,3748.0,3629446.0,795.0,1666.0,3629396.0,946689246.849,946689246.899
0.0,3745.0,3629646.0,783.0,1664.0,3629596.0,946689246.549,946689246.599
0.0,3748.0,3629746.0,829.0,1666.0,3629696.0,946689246.649,946689246.699
0.0,3756.0,3629846.0,887.0,1666.0,3629796.0,946689246.749,946689246.799
0.0,3748.0,3629946.0,1042.0,1665.0,3629896.0,946689246.849,946689246.899
34.0,3752.0,3630046.0,1073.0,1666.0,3629996.0,946689246.949,946689246.999
144.0,3766.0,3630146.0,1003.0,1665.0,3630096.0,946689247.549,946689247.599
268.0,3759.0,3630246.0,1005.0,1665.0,3630196.0,946689247.649,946689247.699
415.0,3768.0,3630346.0,1045.0,1665.0,3630296.0,946689247.749,946689247.799
503.0,3759.0,3630446.0,1062.0,1666.0,3630396.0,946689247.849,946689247.899
603.0,3762.0,3630546.0,1094.0,1665.0,3630496.0,946689247.949,946689247.999
751.0,3763.0,3630646.0,1130.0,1665.0,3630596.0,946689247.549,946689247.599
907.0,3753.0,3630846.0,1227.0,1666.0,3630796.0,946689247.749,946689247.799
906.0,3755.0,3630946.0,1310.0,1665.0,3630896.0,946689247.849,946689247.899
890.0,3772.0,3631046.0,1378.0,1664.0,3630996.0,946689247.949,946689247.999
863.0,3795.0,3631146.0,1509.0,1666.0,3631096.0,946689248.549,946689248.599
825.0,3829.0,3631246.0,1678.0,1666.0,3631196.0,946689248.649,946689248.699
778.0,3819.0,3631346.0,1616.0,1667.0,3631296.0,946689248.749,946689248.799
761.0,3806.0,3631446.0,1256.0,1666.0,3631396.0,946689248.849,946689248.899
745.0,3775.0,3631546.0,1297.0,1666.0,3631496.0,946689248.949,946689248.999
728.0,3778.0,3631646.0,1355.0,1666.0,3631596.0,946689249.549,946689249.599
706.0,3778.0,3631746.0,1407.0,1666.0,3631696.0,946689249.649,946689249.699
686.0,3768.0,3631846.0,1457.0,1666.0,3631796.0,946689249.749,946689249.799
661.0,3773.0,3631946.0,1504.0,1665.0,3631896.0,946689249.849,946689249.899
634.0,3766.0,3632046.0,1557.0,1665.0,3631996.0,946689249.949,946689249.999
614.0,3771.0,3632146.0,1606.0,1666.0,3632096.0,946689249.549,946689249.599
590.0,3773.0,3632246.0,1653.0,1666.0,3632196.0,946689249.649,946689249.699
565.0,3766.0,3632346.0,1696.0,1666.0,3632296.0,946689249.749,946689249.799
538.0,3766.0,3632446.0,1740.0,1665.0,3632396.0,946689249.849,946689249.899
512.0,3766.0,3632546.0,1781.0,1665.0,3632496.0,946689249.949,946689249.999
481.0,3763.0,3632646.0,1816.0,1666.0,3632596.0,946689250.549,946689250.599
444.0,3767.0,3632746.0,1843.0,1666.0,3632696.0,946689250.649,946689250.699
412.0,3766.0,3632846.0,1859.0,1666.0,3632796.0,946689250.749,946689250.799
383.0,3762.0,3632946.0,1879.0,1666.0,3632896.0,946689250.849,946689250.899
336.0,3764.0,3633146.0,1938.0,1666.0,3633096.0,946689250.549,946689250.599
317.0,3758.0,3633246.0,1992.0,1666.0,3633196.0,946689250.649,946689250.699
296.0,3759.0,3633346.0,2048.0,1666.0,3633296.0,946689250.749,946689250.799
266.0,3749.0,3633446.0,2102.0,1665.0,3633396.0,946689250.849,946689250.899
234.0,3744.0,3633546.0,2136.0,1666.0,3633496.0,946689250.949,946689250.999
199.0,3737.0,3633646.0,2105.0,1666.0,3633596.0,946689251.549,946689251.599
169.0,3726.0,3633746.0,2180.0,1666.0,3633696.0,946689251.649,946689251.699
142.0,3728.0,3633846.0,2225.0,1666.0,3633796.0,946689251.749,946689251.799
116.0,3740.0,3633946.0,2269.0,1665.0,3633896.0,946689251.849,946689251.899
89.0,3774.0,3634046.0,2305.0,1666.0,3633996.0,946689251.949,946689251.999
59.0,3810.0,3634146.0,2349.0,1665.0,3634096.0,946689252.549,946689252.599
29.0,3793.0,3634246.0,2386.0,1665.0,3634196.0,946689252.649,946689252.699
0.0,3786.0,3634346.0,2420.0,1665.0,3634296.0,946689252.749,946689252.799
0.0,3752.0,3634546.0,2487.0,1665.0,3634496.0,946689252.949,946689252.999
0.0,3758.0,3634646.0,2511.0,1666.0,3634596.0,946689252.549,946689252.599
0.0,3753.0,3634846.0,2570.0,1666.0,3634796.0,946689252.749,946689252.799
0.0,3753.0,3634946.0,2599.0,1666.0,3634896.0,946689252.849,946689252.899
0.0,3753.0,3635046.0,2625.0,1666.0,3634996.0,946689252.949,946689252.999
0.0,3757.0,3635146.0,2571.0,1665.0,3635096.0,946689253.549,946689253.599
0.0,3752.0,3635246.0,682.0,1664.0,3635196.0,946689253.649,946689253.699
0.0,3754.0,3635346.0,428.0,1665.0,3635296.0,946689253.749,946689253.799
0.0,3753.0,3635446.0,493.0,1666.0,3635396.0,946689253.849,946689253.899
0.0,3760.0,3635546.0,555.0,1665.0,3635496.0,946689253.949,946689253.999
26.0,3753.0,3635646.0,615.0,1666.0,3635596.0,946689253.549,946689253.599
108.0,3756.0,3635846.0,832.0,1666.0,3635796.0,946689253.749,946689253.799
138.0,3758.0,3635946.0,915.0,1666.0,3635896.0,946689253.849,946689253.899
173.0,3754.0,3636046.0,773.0,1665.0,3635996.0,946689253.949,946689253.999
207.0,3758.0,3636146.0,808.0,1665.0,3636096.0,946689254.549,946689254.599
235.0,3754.0,3636246.0,842.0,1664.0,3636196.0,946689254.649,946689254.699
290.0,3750.0,3636446.0,894.0,1666.0,3636396.0,946689254.849,946689254.899
315.0,3739.0,3636546.0,913.0,1666.0,3636496.0,946689254.949,946689254.999
335.0,3734.0,3636646.0,932.0,1664.0,3636596.0,946689255.549,946689255.599
356.0,3732.0,3636746.0,959.0,1665.0,3636696.0,946689255.649,946689255.699
376.0,3757.0,3636846.0,976.0,1666.0,3636796.0,946689255.749,946689255.799
390.0,3778.0,3636946.0,992.0,1666.0,3636896.0,946689255.849,946689255.899
423.0,3805.0,3637146.0,1024.0,1664.0,3637096.0,946689255.549,946689255.599
435.0,3794.0,3637246.0,1040.0,1665.0,3637196.0,946689255.649,946689255.699
447.0,3766.0,3637346.0,1049.0,1664.0,3637296.0,946689255.749,946689255.799
457.0,3768.0,3637446.0,1063.0,1666.0,3637396.0,946689255.849,946689255.899
