quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946699840.844'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946699840.844'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946699840.844'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946699840.844'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946699840.844'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946699840.844'
b'-0.4814453125',b'-0.664306640625',b'-0.182373046875',b'0.54193115234375',b'3.1416015625',b'25857',b'',b'0',b'946699866.701'
b'-0.48150634765625',b'-0.66424560546875',b'-0.18231201171875',b'0.54193115234375',b'3.1416015625',b'25957',b'',b'0',b'946699866.801'
b'-0.48150634765625',b'-0.66424560546875',b'-0.182373046875',b'0.5418701171875',b'3.1416015625',b'26057',b'',b'0',b'946699866.901'
b'-0.4815673828125',b'-0.66424560546875',b'-0.18231201171875',b'0.5418701171875',b'3.1416015625',b'26156',b'',b'0',b'946699866.363'
b'-0.48162841796875',b'-0.6641845703125',b'-0.18231201171875',b'0.54193115234375',b'3.1416015625',b'26256',b'',b'0',b'946699866.463'
b'-0.481689453125',b'-0.6641845703125',b'-0.18231201171875',b'0.54193115234375',b'3.1416015625',b'26356',b'',b'0',b'946699867.063'
b'-0.48175048828125',b'-0.66412353515625',b'-0.18218994140625',b'0.54193115234375',b'3.1416015625',b'26556',b'[\x02\x00\x03\x04',b'26775',b'946699867.263'
b'-0.48175048828125',b'-0.66400146484375',b'-0.18218994140625',b'0.54205322265625',b'3.1416015625',b'26756',b'[\x02\x00\x03\x04',b'26775',b'946699867.463'
b'-0.48175048828125',b'-0.66400146484375',b'-0.18218994140625',b'0.54205322265625',b'3.1416015625',b'26855',b'[\x02\x00\x03\x04',b'26775',b'946699868.062'
b'-0.48175048828125',b'-0.6639404296875',b'-0.1822509765625',b'0.54205322265625',b'3.1416015625',b'26955',b'[\x02\x00\x03\x04',b'26775',b'946699868.162'
b'-0.48175048828125',b'-0.66400146484375',b'-0.1822509765625',b'0.54205322265625',b'3.1416015625',b'27055',b'[\x02\x00\x03\x04',b'26775',b'946699868.262'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'946699840.844'
b'-0.48175048828125',b'-0.6639404296875',b'-0.18231201171875',b'0.5421142578125',b'3.1416015625',b'27155',b'[\x02\x00\x03\x04',b'26775',b'946699868.362'
b'-0.481689453125',b'-0.66412353515625',b'-0.1822509765625',b'0.54193115234375',b'3.1416015625',b'26456',b'',b'0',b'946699867.163'
b'-0.48175048828125',b'-0.6640625',b'-0.18212890625',b'0.5419921875',b'3.1416015625',b'26656',b'[\x02\x00\x03\x04',b'26775',b'946699867.363'
