quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'0.8963623046875',b'-0.4417724609375',b'-0.0159912109375',b'0.03375244140625',b'3.1416015625',b'1232944',b'\x01\x01\x00\x02a',b'1232790',b'1232.944'
b'0.8963623046875',b'-0.4417724609375',b'-0.01593017578125',b'0.03375244140625',b'3.1416015625',b'1233043',b'\x01\x01\x00\x02a',b'1232790',b'1233.043'
b'0.8963623046875',b'-0.4417724609375',b'-0.01593017578125',b'0.03369140625',b'3.1416015625',b'1233143',b'\x01\x01\x00\x02a',b'1232790',b'1233.143'
b'0.8963623046875',b'-0.4417724609375',b'-0.0159912109375',b'0.03369140625',b'3.1416015625',b'1233243',b'\x01\x01\x00\x02a',b'1232790',b'1233.243'
b'0.8963623046875',b'-0.4417724609375',b'-0.01593017578125',b'0.03363037109375',b'3.1416015625',b'1233343',b'\x01\x01\x00\x02a',b'1232790',b'1233.343'
b'0.8963623046875',b'-0.4417724609375',b'-0.015869140625',b'0.03363037109375',b'3.1416015625',b'1233442',b'\x01\x01\x00\x02a',b'1232790',b'1233.442'
b'0.8963623046875',b'-0.4417724609375',b'-0.01580810546875',b'0.03363037109375',b'3.1416015625',b'1233542',b'\x01\x01\x00\x02a',b'1233768',b'1233.542'
b'0.8963623046875',b'-0.4417724609375',b'-0.015869140625',b'0.0335693359375',b'3.1416015625',b'1233643',b'\x01\x01\x00\x02a',b'1233768',b'1233.643'
b'0.8963623046875',b'-0.4417724609375',b'-0.01580810546875',b'0.0335693359375',b'3.1416015625',b'1233742',b'\x01\x01\x00\x02a',b'1233768',b'1233.742'
b'0.8963623046875',b'-0.4417724609375',b'-0.01580810546875',b'0.0335693359375',b'3.1416015625',b'1233842',b'\x01\x01\x00\x02a',b'1233768',b'1233.842'
b'0.8963623046875',b'-0.44183349609375',b'-0.01580810546875',b'0.0335693359375',b'3.1416015625',b'1233941',b'\x01\x01\x00\x02a',b'1233768',b'1233.941'
b'0.8963623046875',b'-0.4417724609375',b'-0.01580810546875',b'0.0335693359375',b'3.1416015625',b'1234042',b'\x01\x01\x00\x02a',b'1233768',b'1234.042'
b'0.8963623046875',b'-0.4417724609375',b'-0.01580810546875',b'0.0335693359375',b'3.1416015625',b'1234141',b'\x01\x01\x00\x02a',b'1233768',b'1234.141'
b'0.8963623046875',b'-0.44183349609375',b'-0.015869140625',b'0.0335693359375',b'3.1416015625',b'1234241',b'\x01\x01\x00\x02a',b'1233768',b'1234.241'
b'0.8963623046875',b'-0.44183349609375',b'-0.01593017578125',b'0.03363037109375',b'3.1416015625',b'1234340',b'\x01\x01\x00\x02a',b'1233768',b'1234.34'
b'0.8963623046875',b'-0.4417724609375',b'-0.01593017578125',b'0.03363037109375',b'3.1416015625',b'1234441',b'\x01\x01\x00\x02a',b'1233768',b'1234.441'
b'0.8963623046875',b'-0.4417724609375',b'-0.0159912109375',b'0.03363037109375',b'3.1416015625',b'1234541',b'\x01\x01\x00\x02a',b'1234747',b'1234.541'
b'0.8963623046875',b'-0.4417724609375',b'-0.0159912109375',b'0.03363037109375',b'3.1416015625',b'1234640',b'\x01\x01\x00\x02a',b'1234747',b'1234.64'
b'0.8963623046875',b'-0.4417724609375',b'-0.0159912109375',b'0.0335693359375',b'3.1416015625',b'1234740',b'\x01\x01\x00\x02a',b'1234747',b'1234.74'
b'0.8963623046875',b'-0.44183349609375',b'-0.0159912109375',b'0.0335693359375',b'3.1416015625',b'1234841',b'\x01\x01\x00\x02a',b'1234747',b'1234.841'
b'0.8963623046875',b'-0.44183349609375',b'-0.0159912109375',b'0.0335693359375',b'3.1416015625',b'1234940',b'\x01\x01\x00\x02a',b'1234747',b'1234.94'
b'0.8963623046875',b'-0.4417724609375',b'-0.0159912109375',b'0.03363037109375',b'3.1416015625',b'1235039',b'\x01\x01\x00\x02a',b'1234747',b'1235.039'
b'0.8963623046875',b'-0.4417724609375',b'-0.01605224609375',b'0.03363037109375',b'3.1416015625',b'1235139',b'\x01\x01\x00\x02a',b'1234747',b'1235.139'
