quatI,quatJ,quatK,quatReal,quatRadianAccuracy,rot_tick_ms,activityConfidence,tick_ms_activity,rot_epoch
b'-0.017578125',b'0.99029541015625',b'0.12994384765625',b'0.04608154296875',b'1.603759765625',b'783858',b'\x01\x02\x00\x02_',b'783329',b'783.858'
b'-0.01763916015625',b'0.99029541015625',b'0.1298828125',b'0.046142578125',b'1.60400390625',b'783967',b'\x01\x02\x00\x02_',b'783329',b'783.967'
b'-0.017578125',b'0.99029541015625',b'0.12994384765625',b'0.04608154296875',b'1.604248046875',b'784076',b'\x01\x02\x00\x02_',b'783329',b'784.076'
b'-0.017578125',b'0.99029541015625',b'0.12994384765625',b'0.04608154296875',b'1.604248046875',b'784181',b'\x01\x02\x00\x02_',b'783329',b'784.181'
b'-0.01751708984375',b'0.99029541015625',b'0.13006591796875',b'0.04608154296875',b'1.6044921875',b'784292',b'\x01\x02\x00\x02_',b'783329',b'784.292'
b'-0.01751708984375',b'0.99029541015625',b'0.13006591796875',b'0.0460205078125',b'1.604736328125',b'784403',b'\x01\x02\x00\x02_',b'783329',b'784.403'
b'0.0',b'0.0',b'0.0',b'0.0',b'0.0',b'0',b'',b'0',b'0.0'
b'-0.0174560546875',b'0.99029541015625',b'0.130126953125',b'0.0460205078125',b'1.60498046875',b'784510',b'\x01\x02\x00\x02_',b'783329',b'784.51'
b'-0.0174560546875',b'0.99029541015625',b'0.130126953125',b'0.0460205078125',b'1.60498046875',b'784617',b'\x01\x02\x00\x02_',b'783329',b'784.617'
b'-0.0174560546875',b'0.99029541015625',b'0.13018798828125',b'0.04595947265625',b'1.605224609375',b'784725',b'\x01\x02\x00\x02_',b'783329',b'784.725'
b'-0.0174560546875',b'0.99029541015625',b'0.13018798828125',b'0.0458984375',b'1.60546875',b'784830',b'\x01\x02\x00\x02_',b'783329',b'784.83'
b'-0.0174560546875',b'0.99029541015625',b'0.13018798828125',b'0.04583740234375',b'1.60546875',b'784937',b'\x01\x02\x00\x02_',b'783329',b'784.937'
b'-0.0174560546875',b'0.99029541015625',b'0.130126953125',b'0.04583740234375',b'1.605712890625',b'785043',b'\x01\x02\x00\x02_',b'783329',b'785.043'
b'-0.0174560546875',b'0.99029541015625',b'0.13006591796875',b'0.0457763671875',b'1.60595703125',b'785149',b'\x01\x02\x00\x02_',b'783329',b'785.149'
b'-0.0174560546875',b'0.99029541015625',b'0.13006591796875',b'0.04571533203125',b'1.60595703125',b'785260',b'\x01\x02\x00\x02_',b'783329',b'785.26'
b'-0.01751708984375',b'0.99029541015625',b'0.1300048828125',b'0.0457763671875',b'1.606201171875',b'785367',b'\x01\x02\x00\x02_',b'783329',b'785.367'
b'-0.0174560546875',b'0.99029541015625',b'0.12994384765625',b'0.0457763671875',b'1.6064453125',b'785473',b'\x01\x02\x00\x02_',b'783329',b'785.473'
